serial,date,year,year_n,month,team,team_,status,home_score,away_score,home_result,away_result,result_desc,tournament,city,country,result,size,decade,random,home_team,home_team_,away_team,away_team_
835,07/02/1997,1997,7,2,Lebanon,Lebanon,away_team,0,0,0,0,draw,Friendly,Amman,Jordan,0,0,5,0.272966813,Jordan,Jordan,Lebanon,Lebanon
836,09/02/1997,1997,7,2,Lebanon,Lebanon,home_team,0,0,0,0,draw,Friendly,Beirut,Lebanon,0,0,5,0.303552072,Lebanon,Lebanon,Jordan,Jordan
836,09/02/1997,1997,7,2,Jordan,Jordan,away_team,0,0,0,0,draw,Friendly,Beirut,Lebanon,0,0,5,0.020367286,Lebanon,Lebanon,Jordan,Jordan
837,16/02/1997,1997,7,2,Iraq,Iraq,home_team,1,0,1,-1,winner,Friendly,Baghdad,Iraq,1,1,5,0.062772166,Iraq,Iraq,Jordan,Jordan
837,16/02/1997,1997,7,2,Jordan,Jordan,away_team,1,0,1,-1,loser,Friendly,Baghdad,Iraq,-1,1,5,0.494278397,Iraq,Iraq,Jordan,Jordan
838,18/02/1997,1997,7,2,Kuwait,Kuwait,home_team,2,0,2,-2,winner,Friendly,Kuwait City,Kuwait,2,2,5,0.631218567,Kuwait,Kuwait,Egypt,Egypt
838,18/02/1997,1997,7,2,Egypt,Egypt,away_team,2,0,2,-2,loser,Friendly,Kuwait City,Kuwait,-2,2,5,0.031991265,Kuwait,Kuwait,Egypt,Egypt
1568,15/11/2011,2011,1,11,Saudi Arabia,Saudi_Arabia,home_team,0,0,0,0,draw,FIFA World Cup qualification,Riyadh,Saudi Arabia,0,0,7,0.25674587,Saudi Arabia,Saudi_Arabia,Oman,Oman
839,02/03/1997,1997,7,3,Syria,Syria,away_team,3,0,3,-3,loser,Friendly,Riyadh,Saudi Arabia,-3,3,5,0.578327966,Saudi Arabia,Saudi_Arabia,Syria,Syria
840,06/03/1997,1997,7,3,Bahrain,Bahrain,home_team,1,0,1,-1,winner,Friendly,Muharraq,Bahrain,1,1,5,0.699287461,Bahrain,Bahrain,Oman,Oman
840,06/03/1997,1997,7,3,Oman,Oman,away_team,1,0,1,-1,loser,Friendly,Muharraq,Bahrain,-1,1,5,0.108502235,Bahrain,Bahrain,Oman,Oman
841,18/03/1997,1997,7,3,Kuwait,Kuwait,home_team,3,1,2,-2,winner,Friendly,Kuwait City,Kuwait,2,2,5,0.708106547,Kuwait,Kuwait,Bahrain,Bahrain
841,18/03/1997,1997,7,3,Bahrain,Bahrain,away_team,3,1,2,-2,loser,Friendly,Kuwait City,Kuwait,-2,2,5,0.58461412,Kuwait,Kuwait,Bahrain,Bahrain
1586,18/06/2012,2012,2,6,Saudi Arabia,Saudi_Arabia,home_team,4,0,4,-4,winner,Friendly,Ta’if,Saudi Arabia,4,4,7,0.085257772,Saudi Arabia,Saudi_Arabia,Morocco,Morocco
842,19/03/1997,1997,7,3,Lebanon,Lebanon,away_team,2,1,1,-1,loser,Friendly,Abu Dhabi,United Arab Emirates,-1,1,5,0.722955514,UAE,UAE,Lebanon,Lebanon
843,08/04/1997,1997,7,4,Jordan,Jordan,home_team,0,0,0,0,draw,FIFA World Cup qualification,Manama,Bahrain,0,0,5,0.447458939,Jordan,Jordan,UAE,UAE
1588,22/06/2012,2012,2,6,Saudi Arabia,Saudi_Arabia,home_team,4,0,4,-4,winner,UAFA Cup,Ta’if,Saudi Arabia,4,4,7,0.476883746,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
844,11/04/1997,1997,7,4,Bahrain,Bahrain,home_team,1,2,-1,1,loser,FIFA World Cup qualification,Manama,Bahrain,-1,1,5,0.943787446,Bahrain,Bahrain,UAE,UAE
1596,28/06/2012,2012,2,6,Saudi Arabia,Saudi_Arabia,home_team,2,2,0,0,draw,UAFA Cup,Ta’if,Saudi Arabia,0,0,7,0.592591557,Saudi Arabia,Saudi_Arabia,Palestine,Palestine
845,14/04/1997,1997,7,4,Bahrain,Bahrain,home_team,1,0,1,-1,winner,FIFA World Cup qualification,Manama,Bahrain,1,1,5,0.04807138,Bahrain,Bahrain,Jordan,Jordan
845,14/04/1997,1997,7,4,Jordan,Jordan,away_team,1,0,1,-1,loser,FIFA World Cup qualification,Manama,Bahrain,-1,1,5,0.410691475,Bahrain,Bahrain,Jordan,Jordan
846,19/04/1997,1997,7,4,Jordan,Jordan,home_team,4,1,3,-3,winner,FIFA World Cup qualification,Sharjah,United Arab Emirates,3,3,5,0.744490269,Jordan,Jordan,Bahrain,Bahrain
846,19/04/1997,1997,7,4,Bahrain,Bahrain,away_team,4,1,3,-3,loser,FIFA World Cup qualification,Sharjah,United Arab Emirates,-3,3,5,0.032753848,Jordan,Jordan,Bahrain,Bahrain
1601,03/07/2012,2012,2,7,Saudi Arabia,Saudi_Arabia,home_team,0,2,-2,2,loser,UAFA Cup,Jeddah,Saudi Arabia,-2,2,7,0.102298954,Saudi Arabia,Saudi_Arabia,Libya,Libya
847,22/04/1997,1997,7,4,Bahrain,Bahrain,away_team,3,0,3,-3,loser,FIFA World Cup qualification,Sharjah,United Arab Emirates,-3,3,5,0.594173598,UAE,UAE,Bahrain,Bahrain
1602,05/07/2012,2012,2,7,Saudi Arabia,Saudi_Arabia,home_team,0,1,-1,1,loser,UAFA Cup,Jeddah,Saudi Arabia,-1,1,7,0.199531238,Saudi Arabia,Saudi_Arabia,Iraq,Iraq
848,26/04/1997,1997,7,4,Jordan,Jordan,away_team,2,0,2,-2,loser,FIFA World Cup qualification,Sharjah,United Arab Emirates,-2,2,5,0.712375599,UAE,UAE,Jordan,Jordan
849,27/04/1997,1997,7,4,Lebanon,Lebanon,home_team,2,0,2,-2,winner,Friendly,Beirut,Lebanon,2,2,5,0.003311122,Lebanon,Lebanon,Libya,Libya
849,27/04/1997,1997,7,4,Libya,Libya,away_team,2,0,2,-2,loser,Friendly,Beirut,Lebanon,-2,2,5,0.940133577,Lebanon,Lebanon,Libya,Libya
850,30/04/1997,1997,7,4,Syria,Syria,home_team,1,1,0,0,draw,Friendly,Damascus,Syria,0,0,5,0.806209572,Syria,Syria,Libya,Libya
850,30/04/1997,1997,7,4,Libya,Libya,away_team,1,1,0,0,draw,Friendly,Damascus,Syria,0,0,5,0.445978993,Syria,Syria,Libya,Libya
851,08/05/1997,1997,7,5,Kuwait,Kuwait,home_team,2,0,2,-2,winner,FIFA World Cup qualification,Kuwait City,Kuwait,2,2,5,0.628713607,Kuwait,Kuwait,Lebanon,Lebanon
851,08/05/1997,1997,7,5,Lebanon,Lebanon,away_team,2,0,2,-2,loser,FIFA World Cup qualification,Kuwait City,Kuwait,-2,2,5,0.542552138,Kuwait,Kuwait,Lebanon,Lebanon
852,31/05/1997,1997,7,5,Tunisia,Tunisia,home_team,0,1,-1,1,loser,Friendly,Tunis,Tunisia,-1,1,5,0.219577331,Tunisia,Tunisia,Algeria,Algeria
852,31/05/1997,1997,7,5,Algeria,Algeria,away_team,0,1,-1,1,winner,Friendly,Tunis,Tunisia,1,1,5,0.433843881,Tunisia,Tunisia,Algeria,Algeria
853,06/06/1997,1997,7,6,Palestine,Palestine,home_team,0,0,0,0,draw,Friendly,Jericho,Palestine,0,0,5,0.566334289,Palestine,Palestine,Jordan,Jordan
853,06/06/1997,1997,7,6,Jordan,Jordan,away_team,0,0,0,0,draw,Friendly,Jericho,Palestine,0,0,5,0.81793297,Palestine,Palestine,Jordan,Jordan
854,08/06/1997,1997,7,6,Egypt,Egypt,home_team,0,0,0,0,draw,FIFA World Cup qualification,Cairo,Egypt,0,0,5,0.51520004,Egypt,Egypt,Tunisia,Tunisia
854,08/06/1997,1997,7,6,Tunisia,Tunisia,away_team,0,0,0,0,draw,FIFA World Cup qualification,Cairo,Egypt,0,0,5,0.547002127,Egypt,Egypt,Tunisia,Tunisia
855,21/06/1997,1997,7,6,Morocco,Morocco,home_team,1,0,1,-1,winner,African Cup of Nations qualification,Rabat,Morocco,1,1,5,0.339845113,Morocco,Morocco,Egypt,Egypt
855,21/06/1997,1997,7,6,Egypt,Egypt,away_team,1,0,1,-1,loser,African Cup of Nations qualification,Rabat,Morocco,-1,1,5,0.847199419,Morocco,Morocco,Egypt,Egypt
856,22/06/1997,1997,7,6,Lebanon,Lebanon,home_team,1,3,-2,2,loser,FIFA World Cup qualification,Beirut,Lebanon,-2,2,5,0.375462964,Lebanon,Lebanon,Kuwait,Kuwait
856,22/06/1997,1997,7,6,Kuwait,Kuwait,away_team,1,3,-2,2,winner,FIFA World Cup qualification,Beirut,Lebanon,2,2,5,0.388485129,Lebanon,Lebanon,Kuwait,Kuwait
857,21/08/1997,1997,7,8,Lebanon,Lebanon,home_team,0,2,-2,2,loser,Friendly,Beirut,Lebanon,-2,2,5,0.244352288,Lebanon,Lebanon,Iraq,Iraq
857,21/08/1997,1997,7,8,Iraq,Iraq,away_team,0,2,-2,2,winner,Friendly,Beirut,Lebanon,2,2,5,0.497916862,Lebanon,Lebanon,Iraq,Iraq
1628,12/12/2012,2012,2,12,Saudi Arabia,Saudi_Arabia,away_team,0,1,-1,1,winner,WAFF Championship,al-Farwaniyah,Kuwait,1,1,7,0.299998367,Yemen,Yemen,Saudi Arabia,Saudi_Arabia
858,14/09/1997,1997,7,9,Kuwait,Kuwait,away_team,2,1,1,-1,loser,FIFA World Cup qualification,Ta'if,Saudi Arabia,-1,1,5,0.022174216,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
859,19/09/1997,1997,7,9,Qatar,Qatar,home_team,0,2,-2,2,loser,FIFA World Cup qualification,Doha,Qatar,-2,2,5,0.420555769,Qatar,Qatar,Kuwait,Kuwait
859,19/09/1997,1997,7,9,Kuwait,Kuwait,away_team,0,2,-2,2,winner,FIFA World Cup qualification,Doha,Qatar,2,2,5,0.728503924,Qatar,Qatar,Kuwait,Kuwait
860,20/09/1997,1997,7,9,Libya,Libya,home_team,2,1,1,-1,winner,Friendly,Tripoli,Libya,1,1,5,0.069987898,Libya,Libya,Bahrain,Bahrain
860,20/09/1997,1997,7,9,Bahrain,Bahrain,away_team,2,1,1,-1,loser,Friendly,Tripoli,Libya,-1,1,5,0.635549497,Libya,Libya,Bahrain,Bahrain
861,25/09/1997,1997,7,9,Libya,Libya,home_team,1,1,0,0,draw,Friendly,Tripoli,Libya,0,0,5,0.434768591,Libya,Libya,Jordan,Jordan
861,25/09/1997,1997,7,9,Jordan,Jordan,away_team,1,1,0,0,draw,Friendly,Tripoli,Libya,0,0,5,0.54535107,Libya,Libya,Jordan,Jordan
1632,15/12/2012,2012,2,12,Saudi Arabia,Saudi_Arabia,away_team,1,0,1,-1,loser,WAFF Championship,al-Farwaniyah,Kuwait,-1,1,7,0.587396823,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia
862,11/10/1997,1997,7,10,Qatar,Qatar,away_team,1,0,1,-1,loser,FIFA World Cup qualification,Ta'if,Saudi Arabia,-1,1,5,0.894889031,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
863,17/10/1997,1997,7,10,Kuwait,Kuwait,home_team,2,1,1,-1,winner,FIFA World Cup qualification,Kuwait City,Kuwait,1,1,5,0.967993863,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
1645,06/01/2013,2013,3,1,Saudi Arabia,Saudi_Arabia,home_team,0,2,-2,2,loser,Gulf Cup,Isa Town,Bahrain,-2,2,7,0.774137646,Saudi Arabia,Saudi_Arabia,Iraq,Iraq
864,24/10/1997,1997,7,10,Kuwait,Kuwait,home_team,0,1,-1,1,loser,FIFA World Cup qualification,Kuwait City,Kuwait,-1,1,5,0.911058382,Kuwait,Kuwait,Qatar,Qatar
864,24/10/1997,1997,7,10,Qatar,Qatar,away_team,0,1,-1,1,winner,FIFA World Cup qualification,Kuwait City,Kuwait,1,1,5,0.293378852,Kuwait,Kuwait,Qatar,Qatar
865,12/11/1997,1997,7,11,Qatar,Qatar,home_team,0,1,-1,1,loser,FIFA World Cup qualification,Doha,Qatar,-1,1,5,0.827261122,Qatar,Qatar,Saudi Arabia,Saudi_Arabia
1649,09/01/2013,2013,3,1,Saudi Arabia,Saudi_Arabia,away_team,0,2,-2,2,winner,Gulf Cup,Isa Town,Bahrain,2,2,7,0.760949817,Yemen,Yemen,Saudi Arabia,Saudi_Arabia
866,20/12/1997,1997,7,12,Egypt,Egypt,home_team,1,2,-1,1,loser,Friendly,Aswan,Egypt,-1,1,5,0.193211652,Egypt,Egypt,Algeria,Algeria
866,20/12/1997,1997,7,12,Algeria,Algeria,away_team,1,2,-1,1,winner,Friendly,Aswan,Egypt,1,1,5,0.409465665,Egypt,Egypt,Algeria,Algeria
867,24/12/1997,1997,7,12,Egypt,Egypt,home_team,1,2,-1,1,loser,Friendly,Cairo,Egypt,-1,1,5,0.430157104,Egypt,Egypt,Algeria,Algeria
867,24/12/1997,1997,7,12,Algeria,Algeria,away_team,1,2,-1,1,winner,Friendly,Cairo,Egypt,1,1,5,0.193228169,Egypt,Egypt,Algeria,Algeria
868,17/02/1998,1998,8,2,Egypt,Egypt,home_team,0,1,-1,1,loser,African Cup of Nations,Ouagadougou,Burkina Faso,-1,1,5,0.923210714,Egypt,Egypt,Morocco,Morocco
868,17/02/1998,1998,8,2,Morocco,Morocco,away_team,0,1,-1,1,winner,African Cup of Nations,Ouagadougou,Burkina Faso,1,1,5,0.943866728,Egypt,Egypt,Morocco,Morocco
869,02/07/1998,1998,8,7,Oman,Oman,home_team,1,2,-1,1,loser,Friendly,Muscat,Oman,-1,1,5,0.450991118,Oman,Oman,Syria,Syria
869,02/07/1998,1998,8,7,Syria,Syria,away_team,1,2,-1,1,winner,Friendly,Muscat,Oman,1,1,5,0.862969925,Oman,Oman,Syria,Syria
870,20/07/1998,1998,8,7,Lebanon,Lebanon,home_team,3,1,2,-2,winner,UAFA Cup,Beirut,Lebanon,2,2,5,0.185426143,Lebanon,Lebanon,Palestine,Palestine
870,20/07/1998,1998,8,7,Palestine,Palestine,away_team,3,1,2,-2,loser,UAFA Cup,Beirut,Lebanon,-2,2,5,0.64126714,Lebanon,Lebanon,Palestine,Palestine
871,20/07/1998,1998,8,7,Syria,Syria,home_team,3,0,3,-3,winner,UAFA Cup,Beirut,Lebanon,3,3,5,0.068658044,Syria,Syria,Jordan,Jordan
871,20/07/1998,1998,8,7,Jordan,Jordan,away_team,3,0,3,-3,loser,UAFA Cup,Beirut,Lebanon,-3,3,5,0.704681517,Syria,Syria,Jordan,Jordan
872,23/07/1998,1998,8,7,Lebanon,Lebanon,home_team,0,2,-2,2,loser,UAFA Cup,Beirut,Lebanon,-2,2,5,0.744123321,Lebanon,Lebanon,Jordan,Jordan
872,23/07/1998,1998,8,7,Jordan,Jordan,away_team,0,2,-2,2,winner,UAFA Cup,Beirut,Lebanon,2,2,5,0.841796633,Lebanon,Lebanon,Jordan,Jordan
873,23/07/1998,1998,8,7,Palestine,Palestine,home_team,1,2,-1,1,loser,UAFA Cup,Beirut,Lebanon,-1,1,5,0.283293365,Palestine,Palestine,Syria,Syria
873,23/07/1998,1998,8,7,Syria,Syria,away_team,1,2,-1,1,winner,UAFA Cup,Beirut,Lebanon,1,1,5,0.006993594,Palestine,Palestine,Syria,Syria
874,26/07/1998,1998,8,7,Jordan,Jordan,home_team,1,1,0,0,draw,UAFA Cup,Beirut,Lebanon,0,0,5,0.379669341,Jordan,Jordan,Palestine,Palestine
874,26/07/1998,1998,8,7,Palestine,Palestine,away_team,1,1,0,0,draw,UAFA Cup,Beirut,Lebanon,0,0,5,0.773740581,Jordan,Jordan,Palestine,Palestine
875,26/07/1998,1998,8,7,Lebanon,Lebanon,home_team,0,1,-1,1,loser,UAFA Cup,Beirut,Lebanon,-1,1,5,0.714220507,Lebanon,Lebanon,Syria,Syria
875,26/07/1998,1998,8,7,Syria,Syria,away_team,0,1,-1,1,winner,UAFA Cup,Beirut,Lebanon,1,1,5,0.216762143,Lebanon,Lebanon,Syria,Syria
876,31/07/1998,1998,8,7,Libya,Libya,home_team,0,2,-2,2,loser,African Cup of Nations qualification,Tripoli,Libya,-2,2,5,0.000439173,Libya,Libya,Algeria,Algeria
876,31/07/1998,1998,8,7,Algeria,Algeria,away_team,0,2,-2,2,winner,African Cup of Nations qualification,Tripoli,Libya,2,2,5,0.213940424,Libya,Libya,Algeria,Algeria
877,14/08/1998,1998,8,8,Algeria,Algeria,home_team,3,0,3,-3,winner,African Cup of Nations qualification,Algiers,Algeria,3,3,5,0.779173012,Algeria,Algeria,Libya,Libya
877,14/08/1998,1998,8,8,Libya,Libya,away_team,3,0,3,-3,loser,African Cup of Nations qualification,Algiers,Algeria,-3,3,5,0.564725551,Algeria,Algeria,Libya,Libya
878,09/09/1998,1998,8,9,Kuwait,Kuwait,home_team,0,0,0,0,draw,Friendly,Kuwait City,Kuwait,0,0,5,0.98084391,Kuwait,Kuwait,Lebanon,Lebanon
878,09/09/1998,1998,8,9,Lebanon,Lebanon,away_team,0,0,0,0,draw,Friendly,Kuwait City,Kuwait,0,0,5,0.60042087,Kuwait,Kuwait,Lebanon,Lebanon
879,12/09/1998,1998,8,9,Syria,Syria,home_team,3,0,3,-3,winner,Friendly,Damascus,Syria,3,3,5,0.908387315,Syria,Syria,Oman,Oman
879,12/09/1998,1998,8,9,Oman,Oman,away_team,3,0,3,-3,loser,Friendly,Damascus,Syria,-3,3,5,0.40730812,Syria,Syria,Oman,Oman
880,13/09/1998,1998,8,9,Bahrain,Bahrain,home_team,2,2,0,0,draw,Friendly,Doha,Qatar,0,0,5,0.259577808,Bahrain,Bahrain,Libya,Libya
880,13/09/1998,1998,8,9,Libya,Libya,away_team,2,2,0,0,draw,Friendly,Doha,Qatar,0,0,5,0.617518557,Bahrain,Bahrain,Libya,Libya
1653,12/01/2013,2013,3,1,Saudi Arabia,Saudi_Arabia,away_team,1,0,1,-1,loser,Gulf Cup,Riffa,Bahrain,-1,1,7,0.86076463,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
881,14/09/1998,1998,8,9,Sudan,Sudan,away_team,2,1,1,-1,loser,Friendly,Dammam,Saudi Arabia,-1,1,5,0.546787659,Saudi Arabia,Saudi_Arabia,Sudan,Sudan
882,15/09/1998,1998,8,9,Syria,Syria,home_team,0,0,0,0,draw,Friendly,Damascus,Syria,0,0,5,0.567613644,Syria,Syria,Oman,Oman
882,15/09/1998,1998,8,9,Oman,Oman,away_team,0,0,0,0,draw,Friendly,Damascus,Syria,0,0,5,0.232755981,Syria,Syria,Oman,Oman
883,16/09/1998,1998,8,9,Qatar,Qatar,home_team,1,1,0,0,draw,Friendly,Doha,Qatar,0,0,5,0.357914762,Qatar,Qatar,Sudan,Sudan
883,16/09/1998,1998,8,9,Sudan,Sudan,away_team,1,1,0,0,draw,Friendly,Doha,Qatar,0,0,5,0.3018143,Qatar,Qatar,Sudan,Sudan
1685,15/10/2013,2013,3,10,Saudi Arabia,Saudi_Arabia,away_team,0,2,-2,2,winner,AFC Asian Cup qualification,Amman,Jordan,2,2,7,0.549376016,Iraq,Iraq,Saudi Arabia,Saudi_Arabia
884,16/09/1998,1998,8,9,Libya,Libya,away_team,5,1,4,-4,loser,Friendly,Abu Dhabi,United Arab Emirates,-4,4,5,0.618089773,UAE,UAE,Libya,Libya
885,18/09/1998,1998,8,9,Bahrain,Bahrain,home_team,2,0,2,-2,winner,Friendly,Manama,Bahrain,2,2,5,0.902922798,Bahrain,Bahrain,Syria,Syria
885,18/09/1998,1998,8,9,Syria,Syria,away_team,2,0,2,-2,loser,Friendly,Manama,Bahrain,-2,2,5,0.590584941,Bahrain,Bahrain,Syria,Syria
886,22/09/1998,1998,8,9,Qatar,Qatar,home_team,2,1,1,-1,winner,UAFA Cup,Doha,Qatar,1,1,5,0.49966598,Qatar,Qatar,Libya,Libya
886,22/09/1998,1998,8,9,Libya,Libya,away_team,2,1,1,-1,loser,UAFA Cup,Doha,Qatar,-1,1,5,0.602884232,Qatar,Qatar,Libya,Libya
887,24/09/1998,1998,8,9,Libya,Libya,home_team,1,2,-1,1,loser,UAFA Cup,Doha,Qatar,-1,1,5,0.751760479,Libya,Libya,Jordan,Jordan
887,24/09/1998,1998,8,9,Jordan,Jordan,away_team,1,2,-1,1,winner,UAFA Cup,Doha,Qatar,1,1,5,0.380453779,Libya,Libya,Jordan,Jordan
888,26/09/1998,1998,8,9,Kuwait,Kuwait,home_team,4,0,4,-4,winner,UAFA Cup,Doha,Qatar,4,4,5,0.520629965,Kuwait,Kuwait,Syria,Syria
888,26/09/1998,1998,8,9,Syria,Syria,away_team,4,0,4,-4,loser,UAFA Cup,Doha,Qatar,-4,4,5,0.435166716,Kuwait,Kuwait,Syria,Syria
889,26/09/1998,1998,8,9,Qatar,Qatar,home_team,2,0,2,-2,winner,UAFA Cup,Doha,Qatar,2,2,5,0.3266978,Qatar,Qatar,Jordan,Jordan
889,26/09/1998,1998,8,9,Jordan,Jordan,away_team,2,0,2,-2,loser,UAFA Cup,Doha,Qatar,-2,2,5,0.996846728,Qatar,Qatar,Jordan,Jordan
1690,15/11/2013,2013,3,11,Saudi Arabia,Saudi_Arabia,home_team,2,1,1,-1,winner,AFC Asian Cup qualification,Dammam,Saudi Arabia,1,1,7,0.042217296,Saudi Arabia,Saudi_Arabia,Iraq,Iraq
890,27/09/1998,1998,8,9,Lebanon,Lebanon,away_team,4,1,3,-3,loser,UAFA Cup,Doha,Qatar,-3,3,5,0.784856391,Saudi Arabia,Saudi_Arabia,Lebanon,Lebanon
1699,28/12/2013,2013,3,12,Saudi Arabia,Saudi_Arabia,away_team,0,0,0,0,draw,WAFF Championship,Doha,Qatar,0,0,7,0.239997339,Palestine,Palestine,Saudi Arabia,Saudi_Arabia
891,27/09/1998,1998,8,9,Sudan,Sudan,away_team,4,1,3,-3,loser,UAFA Cup,Doha,Qatar,-3,3,5,0.531300715,UAE,UAE,Sudan,Sudan
892,29/09/1998,1998,8,9,Qatar,Qatar,home_team,2,1,1,-1,winner,UAFA Cup,Doha,Qatar,1,1,5,0.900913065,Qatar,Qatar,UAE,UAE
1702,31/12/2013,2013,3,12,Saudi Arabia,Saudi_Arabia,away_team,4,1,3,-3,loser,WAFF Championship,Doha,Qatar,-3,3,7,0.247202512,Qatar,Qatar,Saudi Arabia,Saudi_Arabia
1720,14/10/2014,2014,4,10,Saudi Arabia,Saudi_Arabia,home_team,1,1,0,0,draw,Friendly,Jeddah,Saudi Arabia,0,0,7,0.43616975,Saudi Arabia,Saudi_Arabia,Lebanon,Lebanon
893,29/09/1998,1998,8,9,Kuwait,Kuwait,away_team,2,1,1,-1,loser,UAFA Cup,Doha,Qatar,-1,1,5,0.915826982,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
894,01/10/1998,1998,8,10,Kuwait,Kuwait,home_team,4,1,3,-3,winner,UAFA Cup,Doha,Qatar,3,3,5,0.57564073,Kuwait,Kuwait,UAE,UAE
1722,06/11/2014,2014,4,11,Saudi Arabia,Saudi_Arabia,home_team,2,0,2,-2,winner,Friendly,Dammam,Saudi Arabia,2,2,7,0.555391973,Saudi Arabia,Saudi_Arabia,Palestine,Palestine
895,01/10/1998,1998,8,10,Qatar,Qatar,home_team,1,3,-2,2,loser,UAFA Cup,Doha,Qatar,-2,2,5,0.598113597,Qatar,Qatar,Saudi Arabia,Saudi_Arabia
1725,13/11/2014,2014,4,11,Saudi Arabia,Saudi_Arabia,home_team,1,1,0,0,draw,Gulf Cup,Riyadh,Saudi Arabia,0,0,7,0.017059252,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
896,03/10/1998,1998,8,10,Bahrain,Bahrain,home_team,2,3,-1,1,loser,Friendly,Manama,Bahrain,-1,1,5,0.195707364,Bahrain,Bahrain,Sudan,Sudan
896,03/10/1998,1998,8,10,Sudan,Sudan,away_team,2,3,-1,1,winner,Friendly,Manama,Bahrain,1,1,5,0.728551259,Bahrain,Bahrain,Sudan,Sudan
897,17/10/1998,1998,8,10,Lebanon,Lebanon,home_team,3,3,0,0,draw,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,0,0,5,0.809871766,Lebanon,Lebanon,Syria,Syria
897,17/10/1998,1998,8,10,Syria,Syria,away_team,3,3,0,0,draw,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,0,0,5,0.46301401,Lebanon,Lebanon,Syria,Syria
1729,16/11/2014,2014,4,11,Saudi Arabia,Saudi_Arabia,home_team,3,0,3,-3,winner,Gulf Cup,Riyadh,Saudi Arabia,3,3,7,0.858148849,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain
898,17/10/1998,1998,8,10,Sudan,Sudan,away_team,2,1,1,-1,loser,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,-1,1,5,0.731049142,UAE,UAE,Sudan,Sudan
899,19/10/1998,1998,8,10,Lebanon,Lebanon,home_team,1,1,0,0,draw,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,0,0,5,0.400158504,Lebanon,Lebanon,Sudan,Sudan
899,19/10/1998,1998,8,10,Sudan,Sudan,away_team,1,1,0,0,draw,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,0,0,5,0.05361537,Lebanon,Lebanon,Sudan,Sudan
1734,19/11/2014,2014,4,11,Saudi Arabia,Saudi_Arabia,home_team,1,0,1,-1,winner,Gulf Cup,Riyadh,Saudi Arabia,1,1,7,0.67320855,Saudi Arabia,Saudi_Arabia,Yemen,Yemen
900,19/10/1998,1998,8,10,Syria,Syria,away_team,1,0,1,-1,loser,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,-1,1,5,0.865386668,UAE,UAE,Syria,Syria
901,21/10/1998,1998,8,10,Sudan,Sudan,home_team,2,3,-1,1,loser,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,-1,1,5,0.613649928,Sudan,Sudan,Syria,Syria
901,21/10/1998,1998,8,10,Syria,Syria,away_team,2,3,-1,1,winner,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,1,1,5,0.207756917,Sudan,Sudan,Syria,Syria
1739,23/11/2014,2014,4,11,Saudi Arabia,Saudi_Arabia,home_team,3,2,1,-1,winner,Gulf Cup,Riyadh,Saudi Arabia,1,1,7,0.652894781,Saudi Arabia,Saudi_Arabia,UAE,UAE
902,21/10/1998,1998,8,10,Lebanon,Lebanon,away_team,1,0,1,-1,loser,UAE Friendship Tournament,Abu Dhabi,United Arab Emirates,-1,1,5,0.40438464,UAE,UAE,Lebanon,Lebanon
903,30/10/1998,1998,8,10,Bahrain,Bahrain,home_team,0,1,-1,1,loser,Gulf Cup,Manama,Bahrain,-1,1,5,0.738043329,Bahrain,Bahrain,UAE,UAE
1741,26/11/2014,2014,4,11,Saudi Arabia,Saudi_Arabia,home_team,1,2,-1,1,loser,Gulf Cup,Riyadh,Saudi Arabia,-1,1,7,0.618922473,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
904,31/10/1998,1998,8,10,Kuwait,Kuwait,home_team,1,2,-1,1,loser,Gulf Cup,Manama,Bahrain,-1,1,5,0.263631964,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
1743,30/12/2014,2014,4,12,Saudi Arabia,Saudi_Arabia,away_team,4,1,3,-3,loser,Friendly,South Geelong,Australia,-3,3,7,0.065964646,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia
905,31/10/1998,1998,8,10,Oman,Oman,home_team,2,1,1,-1,winner,Gulf Cup,Manama,Bahrain,1,1,5,0.030488534,Oman,Oman,Qatar,Qatar
905,31/10/1998,1998,8,10,Qatar,Qatar,away_team,2,1,1,-1,loser,Gulf Cup,Manama,Bahrain,-1,1,5,0.592496004,Oman,Oman,Qatar,Qatar
