serial,date,year,year_n,month,team,team_,status,home_score,away_score,home_result,away_result,result_desc,tournament,city,country,result,size,decade,random,home_team,home_team_,away_team,away_team_
1058,29/01/2002,2002,2,1,UAE,UAE,away_team,2,1,1,-1,loser,Gulf Cup,Riyadh,Saudi Arabia,-1,1,6,0.659150993,Kuwait,Kuwait,UAE,UAE
1072,25/09/2002,2002,2,9,UAE,UAE,away_team,2,1,1,-1,loser,Friendly,Muscat,Oman,-1,1,6,0.165226048,Oman,Oman,UAE,UAE
1523,15/01/2011,2011,1,1,Iraq,Iraq,away_team,0,1,-1,1,winner,AFC Asian Cup,Rayyan,Qatar,1,1,7,0.865575639,UAE,UAE,Iraq,Iraq
1524,16/01/2011,2011,1,1,Qatar,Qatar,home_team,3,0,3,-3,winner,AFC Asian Cup,Doha,Qatar,3,3,7,0.297335627,Qatar,Qatar,Kuwait,Kuwait
1524,16/01/2011,2011,1,1,Kuwait,Kuwait,away_team,3,0,3,-3,loser,AFC Asian Cup,Doha,Qatar,-3,3,7,0.739227067,Qatar,Qatar,Kuwait,Kuwait
1525,17/01/2011,2011,1,1,Jordan,Jordan,home_team,2,1,1,-1,winner,AFC Asian Cup,Doha,Qatar,1,1,7,0.909188369,Jordan,Jordan,Syria,Syria
1525,17/01/2011,2011,1,1,Syria,Syria,away_team,2,1,1,-1,loser,AFC Asian Cup,Doha,Qatar,-1,1,7,0.928614168,Jordan,Jordan,Syria,Syria
1526,14/02/2011,2011,1,2,Bahrain,Bahrain,home_team,0,0,0,0,draw,Friendly,Riffa,Bahrain,0,0,7,0.261838112,Bahrain,Bahrain,Kuwait,Kuwait
1526,14/02/2011,2011,1,2,Kuwait,Kuwait,away_team,0,0,0,0,draw,Friendly,Riffa,Bahrain,0,0,7,0.625366253,Bahrain,Bahrain,Kuwait,Kuwait
1527,26/03/2011,2011,1,3,Jordan,Jordan,home_team,1,1,0,0,draw,Friendly,Sharjah,United Arab Emirates,0,0,7,0.881637776,Jordan,Jordan,Kuwait,Kuwait
1527,26/03/2011,2011,1,3,Kuwait,Kuwait,away_team,1,1,0,0,draw,Friendly,Sharjah,United Arab Emirates,0,0,7,0.408086155,Jordan,Jordan,Kuwait,Kuwait
1528,27/03/2011,2011,1,3,Algeria,Algeria,home_team,1,0,1,-1,winner,African Cup of Nations qualification,Annaba,Algeria,1,1,7,0.682040846,Algeria,Algeria,Morocco,Morocco
1528,27/03/2011,2011,1,3,Morocco,Morocco,away_team,1,0,1,-1,loser,African Cup of Nations qualification,Annaba,Algeria,-1,1,7,0.461891613,Algeria,Algeria,Morocco,Morocco
1529,29/03/2011,2011,1,3,Kuwait,Kuwait,home_team,1,0,1,-1,winner,Friendly,Sharjah,United Arab Emirates,1,1,7,0.504620634,Kuwait,Kuwait,Iraq,Iraq
1529,29/03/2011,2011,1,3,Iraq,Iraq,away_team,1,0,1,-1,loser,Friendly,Sharjah,United Arab Emirates,-1,1,7,0.379301891,Kuwait,Kuwait,Iraq,Iraq
1530,29/03/2011,2011,1,3,Oman,Oman,home_team,2,1,1,-1,winner,Friendly,Muscat,Oman,1,1,7,0.454069976,Oman,Oman,Tunisia,Tunisia
1530,29/03/2011,2011,1,3,Tunisia,Tunisia,away_team,2,1,1,-1,loser,Friendly,Muscat,Oman,-1,1,7,0.861314966,Oman,Oman,Tunisia,Tunisia
1531,04/06/2011,2011,1,6,Morocco,Morocco,home_team,4,0,4,-4,winner,African Cup of Nations qualification,Marrakech,Morocco,4,4,7,0.8372087,Morocco,Morocco,Algeria,Algeria
1531,04/06/2011,2011,1,6,Algeria,Algeria,away_team,4,0,4,-4,loser,African Cup of Nations qualification,Marrakech,Morocco,-4,4,7,0.410729514,Morocco,Morocco,Algeria,Algeria
1532,05/06/2011,2011,1,6,Comoros,Comoros,home_team,1,1,0,0,draw,African Cup of Nations qualification,Mitsamiouli,Comoros,0,0,7,0.172336541,Comoros,Comoros,Libya,Libya
1532,05/06/2011,2011,1,6,Libya,Libya,away_team,1,1,0,0,draw,African Cup of Nations qualification,Mitsamiouli,Comoros,0,0,7,0.663097011,Comoros,Comoros,Libya,Libya
1533,29/06/2011,2011,1,6,Iraq,Iraq,home_team,1,2,-1,1,loser,Friendly,Arbil,Iraq,-1,1,7,0.916404237,Iraq,Iraq,Syria,Syria
1533,29/06/2011,2011,1,6,Syria,Syria,away_team,1,2,-1,1,winner,Friendly,Arbil,Iraq,1,1,7,0.454382052,Iraq,Iraq,Syria,Syria
1534,02/07/2011,2011,1,7,Lebanon,Lebanon,home_team,0,6,-6,6,loser,Friendly,Beirut,Lebanon,-6,6,7,0.929394761,Lebanon,Lebanon,Kuwait,Kuwait
1534,02/07/2011,2011,1,7,Kuwait,Kuwait,away_team,0,6,-6,6,winner,Friendly,Beirut,Lebanon,6,6,7,0.987954357,Lebanon,Lebanon,Kuwait,Kuwait
1535,05/07/2011,2011,1,7,Jordan,Jordan,home_team,1,3,-2,2,loser,Friendly,Istanbul,Turkey,-2,2,7,0.990374113,Jordan,Jordan,Syria,Syria
1535,05/07/2011,2011,1,7,Syria,Syria,away_team,1,3,-2,2,winner,Friendly,Istanbul,Turkey,2,2,7,0.364773601,Jordan,Jordan,Syria,Syria
1536,06/07/2011,2011,1,7,Kuwait,Kuwait,home_team,1,1,0,0,draw,Friendly,Beirut,Lebanon,0,0,7,0.286649022,Kuwait,Kuwait,Oman,Oman
1536,06/07/2011,2011,1,7,Oman,Oman,away_team,1,1,0,0,draw,Friendly,Beirut,Lebanon,0,0,7,0.366716602,Kuwait,Kuwait,Oman,Oman
1537,08/07/2011,2011,1,7,Jordan,Jordan,home_team,4,0,4,-4,winner,Friendly,Istanbul,Turkey,4,4,7,0.756698281,Jordan,Jordan,Yemen,Yemen
1537,08/07/2011,2011,1,7,Yemen,Yemen,away_team,4,0,4,-4,loser,Friendly,Istanbul,Turkey,-4,4,7,0.898236929,Jordan,Jordan,Yemen,Yemen
1538,09/07/2011,2011,1,7,Lebanon,Lebanon,home_team,0,1,-1,1,loser,Friendly,Beirut,Lebanon,-1,1,7,0.656698941,Lebanon,Lebanon,Oman,Oman
1538,09/07/2011,2011,1,7,Oman,Oman,away_team,0,1,-1,1,winner,Friendly,Beirut,Lebanon,1,1,7,0.345780609,Lebanon,Lebanon,Oman,Oman
1539,13/07/2011,2011,1,7,Iraq,Iraq,home_team,0,2,-2,2,loser,Friendly,Amman,Jordan,-2,2,7,0.726759259,Iraq,Iraq,Kuwait,Kuwait
1539,13/07/2011,2011,1,7,Kuwait,Kuwait,away_team,0,2,-2,2,winner,Friendly,Amman,Jordan,2,2,7,0.185890719,Iraq,Iraq,Kuwait,Kuwait
1540,13/07/2011,2011,1,7,Jordan,Jordan,home_team,1,1,0,0,draw,Friendly,Amman,Jordan,0,0,7,0.132534548,Jordan,Jordan,Saudi Arabia,Saudi_Arabia
1081,16/12/2002,2002,2,12,UAE,UAE,home_team,1,2,-1,1,loser,Friendly,Abu Dhabi,United Arab Emirates,-1,1,6,0.921434139,UAE,UAE,Egypt,Egypt
1541,15/07/2011,2011,1,7,Oman,Oman,home_team,1,1,0,0,draw,Friendly,Muscat,Oman,0,0,7,0.134875177,Oman,Oman,Syria,Syria
1541,15/07/2011,2011,1,7,Syria,Syria,away_team,1,1,0,0,draw,Friendly,Muscat,Oman,0,0,7,0.109177264,Oman,Oman,Syria,Syria
1542,16/07/2011,2011,1,7,Jordan,Jordan,home_team,1,1,0,0,draw,Friendly,Amman,Jordan,0,0,7,0.39452124,Jordan,Jordan,Iraq,Iraq
1542,16/07/2011,2011,1,7,Iraq,Iraq,away_team,1,1,0,0,draw,Friendly,Amman,Jordan,0,0,7,0.828326959,Jordan,Jordan,Iraq,Iraq
1543,16/07/2011,2011,1,7,Kuwait,Kuwait,home_team,1,0,1,-1,winner,Friendly,Amman,Jordan,1,1,7,0.461285085,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia
1123,07/11/2003,2003,3,11,UAE,UAE,away_team,1,3,-2,2,winner,AFC Asian Cup qualification,Damascus,Syria,2,2,6,0.408090178,Syria,Syria,UAE,UAE
1125,14/11/2003,2003,3,11,UAE,UAE,home_team,3,1,2,-2,winner,AFC Asian Cup qualification,Sharjah,United Arab Emirates,2,2,6,0.23923859,UAE,UAE,Syria,Syria
1544,17/07/2011,2011,1,7,Lebanon,Lebanon,away_team,6,2,4,-4,loser,Friendly,al-Ain,United Arab Emirates,-4,4,7,0.959335632,UAE,UAE,Lebanon,Lebanon
1545,23/07/2011,2011,1,7,Iraq,Iraq,home_team,2,0,2,-2,winner,FIFA World Cup qualification,Arbil,Iraq,2,2,7,0.785762894,Iraq,Iraq,Yemen,Yemen
1545,23/07/2011,2011,1,7,Yemen,Yemen,away_team,2,0,2,-2,loser,FIFA World Cup qualification,Arbil,Iraq,-2,2,7,0.664263247,Iraq,Iraq,Yemen,Yemen
1546,28/07/2011,2011,1,7,Yemen,Yemen,home_team,0,0,0,0,draw,FIFA World Cup qualification,al-Ain,United Arab Emirates,0,0,7,0.323614039,Yemen,Yemen,Iraq,Iraq
1546,28/07/2011,2011,1,7,Iraq,Iraq,away_team,0,0,0,0,draw,FIFA World Cup qualification,al-Ain,United Arab Emirates,0,0,7,0.078410966,Yemen,Yemen,Iraq,Iraq
1547,10/08/2011,2011,1,8,Oman,Oman,home_team,1,1,0,0,draw,Friendly,Dubai,United Arab Emirates,0,0,7,0.089791642,Oman,Oman,Bahrain,Bahrain
1547,10/08/2011,2011,1,8,Bahrain,Bahrain,away_team,1,1,0,0,draw,Friendly,Dubai,United Arab Emirates,0,0,7,0.664923688,Oman,Oman,Bahrain,Bahrain
1548,17/08/2011,2011,1,8,Lebanon,Lebanon,home_team,2,3,-1,1,loser,Friendly,Sidon,Lebanon,-1,1,7,0.759200009,Lebanon,Lebanon,Syria,Syria
1548,17/08/2011,2011,1,8,Syria,Syria,away_team,2,3,-1,1,winner,Friendly,Sidon,Lebanon,1,1,7,0.759881657,Lebanon,Lebanon,Syria,Syria
1549,19/08/2011,2011,1,8,Qatar,Qatar,home_team,0,1,-1,1,loser,Friendly,Doha,Qatar,-1,1,7,0.20301934,Qatar,Qatar,Iraq,Iraq
1549,19/08/2011,2011,1,8,Iraq,Iraq,away_team,0,1,-1,1,winner,Friendly,Doha,Qatar,1,1,7,0.58303248,Qatar,Qatar,Iraq,Iraq
1550,22/08/2011,2011,1,8,Jordan,Jordan,home_team,3,3,0,0,draw,Friendly,Amman,Jordan,0,0,7,0.583127734,Jordan,Jordan,Tunisia,Tunisia
1550,22/08/2011,2011,1,8,Tunisia,Tunisia,away_team,3,3,0,0,draw,Friendly,Amman,Jordan,0,0,7,0.445231718,Jordan,Jordan,Tunisia,Tunisia
1133,26/12/2003,2003,3,12,UAE,UAE,home_team,0,2,-2,2,loser,Gulf Cup,Kuwait City,Kuwait,-2,2,6,0.901375141,UAE,UAE,Saudi Arabia,Saudi_Arabia
1551,25/08/2011,2011,1,8,Qatar,Qatar,away_team,3,1,2,-2,loser,Friendly,al-Ain,United Arab Emirates,-2,2,7,0.348843519,UAE,UAE,Qatar,Qatar
1552,26/08/2011,2011,1,8,Bahrain,Bahrain,home_team,1,0,1,-1,winner,Friendly,Riffa,Bahrain,1,1,7,0.352515336,Bahrain,Bahrain,Sudan,Sudan
1552,26/08/2011,2011,1,8,Sudan,Sudan,away_team,1,0,1,-1,loser,Friendly,Riffa,Bahrain,-1,1,7,0.722931876,Bahrain,Bahrain,Sudan,Sudan
1553,27/08/2011,2011,1,8,Oman,Oman,home_team,1,0,1,-1,winner,Friendly,Muscat,Oman,1,1,7,0.653079434,Oman,Oman,Kuwait,Kuwait
1553,27/08/2011,2011,1,8,Kuwait,Kuwait,away_team,1,0,1,-1,loser,Friendly,Muscat,Oman,-1,1,7,0.5508471,Oman,Oman,Kuwait,Kuwait
1554,02/09/2011,2011,1,9,Bahrain,Bahrain,home_team,0,0,0,0,draw,FIFA World Cup qualification,Riffa,Bahrain,0,0,7,0.591944841,Bahrain,Bahrain,Qatar,Qatar
1554,02/09/2011,2011,1,9,Qatar,Qatar,away_team,0,0,0,0,draw,FIFA World Cup qualification,Riffa,Bahrain,0,0,7,0.350052242,Bahrain,Bahrain,Qatar,Qatar
1555,02/09/2011,2011,1,9,Iraq,Iraq,home_team,0,2,-2,2,loser,FIFA World Cup qualification,Arbil,Iraq,-2,2,7,0.932975146,Iraq,Iraq,Jordan,Jordan
1555,02/09/2011,2011,1,9,Jordan,Jordan,away_team,0,2,-2,2,winner,FIFA World Cup qualification,Arbil,Iraq,2,2,7,0.811064412,Iraq,Iraq,Jordan,Jordan
1556,02/09/2011,2011,1,9,Oman,Oman,home_team,0,0,0,0,draw,FIFA World Cup qualification,Muscat,Oman,0,0,7,0.61998993,Oman,Oman,Saudi Arabia,Saudi_Arabia
1136,29/12/2003,2003,3,12,UAE,UAE,away_team,0,2,-2,2,winner,Gulf Cup,Kuwait City,Kuwait,2,2,6,0.408510123,Kuwait,Kuwait,UAE,UAE
1139,31/12/2003,2003,3,12,UAE,UAE,away_team,2,0,2,-2,loser,Gulf Cup,Kuwait City,Kuwait,-2,2,6,0.908865594,Oman,Oman,UAE,UAE
1557,02/09/2011,2011,1,9,Kuwait,Kuwait,away_team,2,3,-1,1,winner,FIFA World Cup qualification,al-Ain,United Arab Emirates,1,1,7,0.524583505,UAE,UAE,Kuwait,Kuwait
1558,06/09/2011,2011,1,9,Lebanon,Lebanon,home_team,3,1,2,-2,winner,FIFA World Cup qualification,Beirut,Lebanon,2,2,7,0.382376207,Lebanon,Lebanon,UAE,UAE
1143,03/01/2004,2004,4,1,UAE,UAE,home_team,0,0,0,0,draw,Gulf Cup,Kuwait City,Kuwait,0,0,6,0.8929866,UAE,UAE,Qatar,Qatar
1559,11/10/2011,2011,1,10,Lebanon,Lebanon,home_team,2,2,0,0,draw,FIFA World Cup qualification,Beirut,Lebanon,0,0,7,0.51610637,Lebanon,Lebanon,Kuwait,Kuwait
1559,11/10/2011,2011,1,10,Kuwait,Kuwait,away_team,2,2,0,0,draw,FIFA World Cup qualification,Beirut,Lebanon,0,0,7,0.076993985,Lebanon,Lebanon,Kuwait,Kuwait
1560,04/11/2011,2011,1,11,Kuwait,Kuwait,home_team,0,1,-1,1,loser,Friendly,Kuwait City,Kuwait,-1,1,7,0.778873025,Kuwait,Kuwait,Bahrain,Bahrain
1560,04/11/2011,2011,1,11,Bahrain,Bahrain,away_team,0,1,-1,1,winner,Friendly,Kuwait City,Kuwait,1,1,7,0.017986915,Kuwait,Kuwait,Bahrain,Bahrain
1561,04/11/2011,2011,1,11,Qatar,Qatar,home_team,0,0,0,0,draw,Friendly,Doha,Qatar,0,0,7,0.879931275,Qatar,Qatar,Oman,Oman
1561,04/11/2011,2011,1,11,Oman,Oman,away_team,0,0,0,0,draw,Friendly,Doha,Qatar,0,0,7,0.108231482,Qatar,Qatar,Oman,Oman
1562,06/11/2011,2011,1,11,Iraq,Iraq,home_team,1,0,1,-1,winner,Friendly,Doha,Qatar,1,1,7,0.760632895,Iraq,Iraq,Lebanon,Lebanon
1562,06/11/2011,2011,1,11,Lebanon,Lebanon,away_team,1,0,1,-1,loser,Friendly,Doha,Qatar,-1,1,7,0.930494455,Iraq,Iraq,Lebanon,Lebanon
1563,11/11/2011,2011,1,11,Kuwait,Kuwait,home_team,0,1,-1,1,loser,FIFA World Cup qualification,Kuwait City,Kuwait,-1,1,7,0.823457087,Kuwait,Kuwait,Lebanon,Lebanon
1563,11/11/2011,2011,1,11,Lebanon,Lebanon,away_team,0,1,-1,1,winner,FIFA World Cup qualification,Kuwait City,Kuwait,1,1,7,0.051735166,Kuwait,Kuwait,Lebanon,Lebanon
1564,12/11/2011,2011,1,11,Algeria,Algeria,home_team,1,0,1,-1,winner,Friendly,Algiers,Algeria,1,1,7,0.188681518,Algeria,Algeria,Tunisia,Tunisia
1564,12/11/2011,2011,1,11,Tunisia,Tunisia,away_team,1,0,1,-1,loser,Friendly,Algiers,Algeria,-1,1,7,0.969316671,Algeria,Algeria,Tunisia,Tunisia
1565,15/11/2011,2011,1,11,Jordan,Jordan,home_team,1,3,-2,2,loser,FIFA World Cup qualification,Amman,Jordan,-2,2,7,0.178955019,Jordan,Jordan,Iraq,Iraq
1565,15/11/2011,2011,1,11,Iraq,Iraq,away_team,1,3,-2,2,winner,FIFA World Cup qualification,Amman,Jordan,2,2,7,0.033001756,Jordan,Jordan,Iraq,Iraq
1566,15/11/2011,2011,1,11,Kuwait,Kuwait,home_team,2,1,1,-1,winner,FIFA World Cup qualification,Kuwait City,Kuwait,1,1,7,0.039771076,Kuwait,Kuwait,UAE,UAE
1147,07/01/2004,2004,4,1,UAE,UAE,home_team,1,3,-2,2,loser,Gulf Cup,Kuwait City,Kuwait,-2,2,6,0.649661417,UAE,UAE,Bahrain,Bahrain
1567,15/11/2011,2011,1,11,Qatar,Qatar,home_team,0,0,0,0,draw,FIFA World Cup qualification,Doha,Qatar,0,0,7,0.895982269,Qatar,Qatar,Bahrain,Bahrain
1567,15/11/2011,2011,1,11,Bahrain,Bahrain,away_team,0,0,0,0,draw,FIFA World Cup qualification,Doha,Qatar,0,0,7,0.220776744,Qatar,Qatar,Bahrain,Bahrain
1152,11/01/2004,2004,4,1,UAE,UAE,away_team,0,3,-3,3,winner,Gulf Cup,Kuwait City,Kuwait,3,3,6,0.569829135,Yemen,Yemen,UAE,UAE
1568,15/11/2011,2011,1,11,Oman,Oman,away_team,0,0,0,0,draw,FIFA World Cup qualification,Riyadh,Saudi Arabia,0,0,7,0.120560122,Saudi Arabia,Saudi_Arabia,Oman,Oman
1569,06/12/2011,2011,1,12,Bahrain,Bahrain,home_team,0,1,-1,1,loser,Friendly,Arad,Bahrain,-1,1,7,0.106057649,Bahrain,Bahrain,Palestine,Palestine
1569,06/12/2011,2011,1,12,Palestine,Palestine,away_team,0,1,-1,1,winner,Friendly,Arad,Bahrain,1,1,7,0.004055926,Bahrain,Bahrain,Palestine,Palestine
1570,09/01/2012,2012,2,1,Tunisia,Tunisia,home_team,3,0,3,-3,winner,Friendly,Sharjah,United Arab Emirates,3,3,7,0.003453438,Tunisia,Tunisia,Sudan,Sudan
1570,09/01/2012,2012,2,1,Sudan,Sudan,away_team,3,0,3,-3,loser,Friendly,Sharjah,United Arab Emirates,-3,3,7,0.459668021,Tunisia,Tunisia,Sudan,Sudan
1571,22/01/2012,2012,2,1,Lebanon,Lebanon,home_team,1,0,1,-1,winner,Friendly,Beirut,Lebanon,1,1,7,0.63139412,Lebanon,Lebanon,Iraq,Iraq
1571,22/01/2012,2012,2,1,Iraq,Iraq,away_team,1,0,1,-1,loser,Friendly,Beirut,Lebanon,-1,1,7,0.135561175,Lebanon,Lebanon,Iraq,Iraq
1572,23/01/2012,2012,2,1,Morocco,Morocco,home_team,1,2,-1,1,loser,African Cup of Nations,Libreville,Gabon,-1,1,7,0.005334668,Morocco,Morocco,Tunisia,Tunisia
1572,23/01/2012,2012,2,1,Tunisia,Tunisia,away_team,1,2,-1,1,winner,African Cup of Nations,Libreville,Gabon,1,1,7,0.271692578,Morocco,Morocco,Tunisia,Tunisia
1171,31/05/2004,2004,4,5,UAE,UAE,home_team,2,3,-1,1,loser,Friendly,Dubai,United Arab Emirates,-1,1,6,0.266024696,UAE,UAE,Bahrain,Bahrain
1573,24/02/2012,2012,2,2,Palestine,Palestine,away_team,3,0,3,-3,loser,Friendly,Abu Dhabi,United Arab Emirates,-3,3,7,0.690894071,UAE,UAE,Palestine,Palestine
1175,09/06/2004,2004,4,6,UAE,UAE,home_team,3,0,3,-3,winner,FIFA World Cup qualification,Al Ain,United Arab Emirates,3,3,6,0.90359456,UAE,UAE,Yemen,Yemen
1574,29/02/2012,2012,2,2,Lebanon,Lebanon,away_team,4,2,2,-2,loser,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,-2,2,7,0.366307264,UAE,UAE,Lebanon,Lebanon
1575,15/04/2012,2012,2,4,Egypt,Egypt,home_team,3,0,3,-3,winner,Friendly,Dubai,United Arab Emirates,3,3,7,0.993447172,Egypt,Egypt,Mauritania,Mauritania
1575,15/04/2012,2012,2,4,Mauritania,Mauritania,away_team,3,0,3,-3,loser,Friendly,Dubai,United Arab Emirates,-3,3,7,0.65805119,Egypt,Egypt,Mauritania,Mauritania
1576,17/04/2012,2012,2,4,Egypt,Egypt,home_team,0,0,0,0,draw,Friendly,Dubai,United Arab Emirates,0,0,7,0.248780602,Egypt,Egypt,Iraq,Iraq
1576,17/04/2012,2012,2,4,Iraq,Iraq,away_team,0,0,0,0,draw,Friendly,Dubai,United Arab Emirates,0,0,7,0.098916175,Egypt,Egypt,Iraq,Iraq
1577,11/05/2012,2012,2,5,Lebanon,Lebanon,home_team,1,4,-3,3,loser,Friendly,Tripoli,Lebanon,-3,3,7,0.326834467,Lebanon,Lebanon,Egypt,Egypt
1577,11/05/2012,2012,2,5,Egypt,Egypt,away_team,1,4,-3,3,winner,Friendly,Tripoli,Lebanon,3,3,7,0.554051337,Lebanon,Lebanon,Egypt,Egypt
1578,18/05/2012,2012,2,5,Lebanon,Lebanon,home_team,1,2,-1,1,loser,Friendly,Sidon,Lebanon,-1,1,7,0.24222187,Lebanon,Lebanon,Jordan,Jordan
1578,18/05/2012,2012,2,5,Jordan,Jordan,away_team,1,2,-1,1,winner,Friendly,Sidon,Lebanon,1,1,7,0.85396464,Lebanon,Lebanon,Jordan,Jordan
1579,27/05/2012,2012,2,5,Oman,Oman,home_team,1,1,0,0,draw,Friendly,Muscat,Oman,0,0,7,0.889413831,Oman,Oman,Lebanon,Lebanon
1579,27/05/2012,2012,2,5,Lebanon,Lebanon,away_team,1,1,0,0,draw,Friendly,Muscat,Oman,0,0,7,0.342710874,Oman,Oman,Lebanon,Lebanon
1580,28/05/2012,2012,2,5,Qatar,Qatar,home_team,0,0,0,0,draw,Friendly,Doha,Qatar,0,0,7,0.397133652,Qatar,Qatar,Palestine,Palestine
1580,28/05/2012,2012,2,5,Palestine,Palestine,away_team,0,0,0,0,draw,Friendly,Doha,Qatar,0,0,7,0.023386106,Qatar,Qatar,Palestine,Palestine
1581,03/06/2012,2012,2,6,Jordan,Jordan,home_team,1,1,0,0,draw,FIFA World Cup qualification,Amman,Jordan,0,0,7,0.761488337,Jordan,Jordan,Iraq,Iraq
1581,03/06/2012,2012,2,6,Iraq,Iraq,away_team,1,1,0,0,draw,FIFA World Cup qualification,Amman,Jordan,0,0,7,0.711432194,Jordan,Jordan,Iraq,Iraq
1582,03/06/2012,2012,2,6,Lebanon,Lebanon,home_team,0,1,-1,1,loser,FIFA World Cup qualification,Beirut,Lebanon,-1,1,7,0.696031641,Lebanon,Lebanon,Qatar,Qatar
1582,03/06/2012,2012,2,6,Qatar,Qatar,away_team,0,1,-1,1,winner,FIFA World Cup qualification,Beirut,Lebanon,1,1,7,0.181233411,Lebanon,Lebanon,Qatar,Qatar
1583,08/06/2012,2012,2,6,Bahrain,Bahrain,home_team,1,1,0,0,draw,Friendly,6th of October City,Egypt,0,0,7,0.316661032,Bahrain,Bahrain,Kuwait,Kuwait
1583,08/06/2012,2012,2,6,Kuwait,Kuwait,away_team,1,1,0,0,draw,Friendly,6th of October City,Egypt,0,0,7,0.008521049,Bahrain,Bahrain,Kuwait,Kuwait
1584,12/06/2012,2012,2,6,Bahrain,Bahrain,home_team,0,1,-1,1,loser,Friendly,6th of October City,Egypt,-1,1,7,0.309378163,Bahrain,Bahrain,Kuwait,Kuwait
1584,12/06/2012,2012,2,6,Kuwait,Kuwait,away_team,0,1,-1,1,winner,Friendly,6th of October City,Egypt,1,1,7,0.733729318,Bahrain,Bahrain,Kuwait,Kuwait
1585,12/06/2012,2012,2,6,Iraq,Iraq,home_team,1,1,0,0,draw,FIFA World Cup qualification,Doha,Qatar,0,0,7,0.753468366,Iraq,Iraq,Oman,Oman
1585,12/06/2012,2012,2,6,Oman,Oman,away_team,1,1,0,0,draw,FIFA World Cup qualification,Doha,Qatar,0,0,7,0.427658545,Iraq,Iraq,Oman,Oman
1183,19/07/2004,2004,4,7,UAE,UAE,away_team,3,1,2,-2,loser,AFC Asian Cup,Jinan,China PR,-2,2,6,0.096750533,Kuwait,Kuwait,UAE,UAE
1586,18/06/2012,2012,2,6,Morocco,Morocco,away_team,4,0,4,-4,loser,Friendly,Ta’if,Saudi Arabia,-4,4,7,0.990322353,Saudi Arabia,Saudi_Arabia,Morocco,Morocco
1587,18/06/2012,2012,2,6,Yemen,Yemen,home_team,1,2,-1,1,loser,Friendly,Sana'a,Yemen,-1,1,7,0.090125634,Yemen,Yemen,Palestine,Palestine
1587,18/06/2012,2012,2,6,Palestine,Palestine,away_team,1,2,-1,1,winner,Friendly,Sana'a,Yemen,1,1,7,0.067064264,Yemen,Yemen,Palestine,Palestine
1187,27/07/2004,2004,4,7,UAE,UAE,away_team,0,0,0,0,draw,AFC Asian Cup,Beijing,China PR,0,0,6,0.986518109,Jordan,Jordan,UAE,UAE
1588,22/06/2012,2012,2,6,Kuwait,Kuwait,away_team,4,0,4,-4,loser,UAFA Cup,Ta’if,Saudi Arabia,-4,4,7,0.85954796,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
1589,23/06/2012,2012,2,6,Libya,Libya,home_team,3,1,2,-2,winner,UAFA Cup,Jeddah,Saudi Arabia,2,2,7,0.932969663,Libya,Libya,Yemen,Yemen
1589,23/06/2012,2012,2,6,Yemen,Yemen,away_team,3,1,2,-2,loser,UAFA Cup,Jeddah,Saudi Arabia,-2,2,7,0.307357302,Libya,Libya,Yemen,Yemen
1590,23/06/2012,2012,2,6,Morocco,Morocco,home_team,4,0,4,-4,winner,UAFA Cup,Jeddah,Saudi Arabia,4,4,7,0.208477244,Morocco,Morocco,Bahrain,Bahrain
1590,23/06/2012,2012,2,6,Bahrain,Bahrain,away_team,4,0,4,-4,loser,UAFA Cup,Jeddah,Saudi Arabia,-4,4,7,0.177185943,Morocco,Morocco,Bahrain,Bahrain
1591,24/06/2012,2012,2,6,Iraq,Iraq,home_team,1,0,1,-1,winner,UAFA Cup,Jeddah,Saudi Arabia,1,1,7,0.638617479,Iraq,Iraq,Lebanon,Lebanon
1591,24/06/2012,2012,2,6,Lebanon,Lebanon,away_team,1,0,1,-1,loser,UAFA Cup,Jeddah,Saudi Arabia,-1,1,7,0.192194731,Iraq,Iraq,Lebanon,Lebanon
1592,25/06/2012,2012,2,6,Kuwait,Kuwait,home_team,2,0,2,-2,winner,UAFA Cup,Ta’if,Saudi Arabia,2,2,7,0.794946095,Kuwait,Kuwait,Palestine,Palestine
1592,25/06/2012,2012,2,6,Palestine,Palestine,away_team,2,0,2,-2,loser,UAFA Cup,Ta’if,Saudi Arabia,-2,2,7,0.51049792,Kuwait,Kuwait,Palestine,Palestine
1593,26/06/2012,2012,2,6,Bahrain,Bahrain,home_team,0,2,-2,2,loser,UAFA Cup,Jeddah,Saudi Arabia,-2,2,7,0.831410642,Bahrain,Bahrain,Yemen,Yemen
1593,26/06/2012,2012,2,6,Yemen,Yemen,away_team,0,2,-2,2,winner,UAFA Cup,Jeddah,Saudi Arabia,2,2,7,0.682328367,Bahrain,Bahrain,Yemen,Yemen
1594,26/06/2012,2012,2,6,Libya,Libya,home_team,0,0,0,0,draw,UAFA Cup,Jeddah,Saudi Arabia,0,0,7,0.96155716,Libya,Libya,Morocco,Morocco
1594,26/06/2012,2012,2,6,Morocco,Morocco,away_team,0,0,0,0,draw,UAFA Cup,Jeddah,Saudi Arabia,0,0,7,0.801845844,Libya,Libya,Morocco,Morocco
