date,day,home_team,home_team_,away_team,away_team_,home_score,away_score,tournament,city,country,year,year_n,month,home_result,away_result,result,total_goals,home_result_desc,away_result_desc,serial,decade,home_group,away_group,home_random,away_random
17/08/2001,17,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,1,1,FIFA World Cup qualification,Riyadh,Saudi Arabia,2001,1,8,0,0,0,2,draw,draw,1021,6,0,0,0.23354352,0.827785618
21/02/1990,21,Kuwait,Kuwait,Bahrain,Bahrain,1,0,Gulf Cup,Kuwait City,Kuwait,1990,0,2,1,-1,1,1,winner,loser,664,5,0,0,0.06010027,0.675116371
13/07/2011,13,Jordan,Jordan,Saudi Arabia,Saudi_Arabia,1,1,Friendly,Amman,Jordan,2011,1,7,0,0,0,2,draw,draw,1540,7,1,0,0.13253455,0.507369895
23/02/1990,23,Qatar,Qatar,Bahrain,Bahrain,0,0,Gulf Cup,Kuwait City,Kuwait,1990,0,2,0,0,0,0,draw,draw,666,5,1,0,0.52101803,0.687919468
24/02/1990,24,Kuwait,Kuwait,Oman,Oman,1,1,Gulf Cup,Kuwait City,Kuwait,1990,0,2,0,0,0,2,draw,draw,667,5,0,1,0.45433997,0.73431083
16/07/2011,16,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,1,0,Friendly,Amman,Jordan,2011,1,7,1,-1,1,1,winner,loser,1543,7,0,0,0.46128509,0.579094618
01/03/1990,1,Bahrain,Bahrain,Oman,Oman,0,0,Gulf Cup,Kuwait City,Kuwait,1990,0,3,0,0,0,0,draw,draw,669,5,0,1,0.20444272,0.236170339
04/03/1990,4,Oman,Oman,Qatar,Qatar,2,4,Gulf Cup,Kuwait City,Kuwait,1990,0,3,-2,2,2,6,loser,winner,670,5,1,1,0.14376611,0.414631954
02/09/2011,2,Oman,Oman,Saudi Arabia,Saudi_Arabia,0,0,FIFA World Cup qualification,Muscat,Oman,2011,1,9,0,0,0,0,draw,draw,1556,7,1,0,0.61998993,0.504290846
07/03/1990,7,Kuwait,Kuwait,Qatar,Qatar,2,0,Gulf Cup,Kuwait City,Kuwait,1990,0,3,2,-2,2,2,winner,loser,672,5,0,1,0.86186871,0.412886087
08/03/1990,8,Algeria,Algeria,Egypt,Egypt,2,0,African Cup of Nations,Algiers,Algeria,1990,0,3,2,-2,2,2,winner,loser,673,5,1,1,0.95605375,0.505704648
27/01/2007,27,UAE,UAE,Saudi Arabia,Saudi_Arabia,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,2007,7,1,1,-1,1,1,winner,loser,1334,6,0,0,0.77372324,0.170773357
01/06/1990,1,Jordan,Jordan,Iraq,Iraq,0,2,Friendly,Amman,Jordan,1990,0,6,-2,2,2,2,loser,winner,675,5,1,0,0.29627449,0.396520366
09/08/1990,9,Tunisia,Tunisia,Morocco,Morocco,0,0,Friendly,Tunis,Tunisia,1990,0,8,0,0,0,0,draw,draw,676,5,1,0,0.75355379,0.882626738
02/09/1990,2,Morocco,Morocco,Mauritania,Mauritania,4,0,African Cup of Nations qualification,Casablanca,Morocco,1990,0,9,4,-4,4,4,winner,loser,677,5,0,1,0.89342886,0.241637426
05/03/1991,5,Algeria,Algeria,Tunisia,Tunisia,2,1,Friendly,Annaba,Algeria,1991,1,3,1,-1,1,3,winner,loser,678,5,1,1,0.72715845,0.139176031
03/04/1991,3,Algeria,Algeria,Morocco,Morocco,2,2,Friendly,Annaba,Algeria,1991,1,4,0,0,0,4,draw,draw,679,5,1,0,0.74427515,0.850273392
07/04/1991,7,Tunisia,Tunisia,Algeria,Algeria,0,0,Friendly,Tunis,Tunisia,1991,1,4,0,0,0,0,draw,draw,680,5,1,1,0.47416539,0.92226797
12/04/1991,12,Mauritania,Mauritania,Morocco,Morocco,0,2,African Cup of Nations qualification,Nouakchott,Mauritania,1991,1,4,-2,2,2,2,loser,winner,681,5,1,0,0.38425139,0.943398533
14/04/1991,14,Tunisia,Tunisia,Egypt,Egypt,2,2,African Cup of Nations qualification,Tunis,Tunisia,1991,1,4,0,0,0,4,draw,draw,682,5,1,1,0.19877258,0.009104615
26/07/1991,26,Egypt,Egypt,Tunisia,Tunisia,2,2,African Cup of Nations qualification,Cairo,Egypt,1991,1,7,0,0,0,4,draw,draw,683,5,1,1,0.40878791,0.053575503
26/12/1991,26,Morocco,Morocco,Algeria,Algeria,1,1,Friendly,Casablanca,Morocco,1991,1,12,0,0,0,2,draw,draw,684,5,0,1,0.1737599,0.10517995
14/05/1992,14,Kuwait,Kuwait,Syria,Syria,0,0,Friendly,Kuwait City,Kuwait,1992,2,5,0,0,0,0,draw,draw,685,5,0,0,0.36882789,0.713227772
31/08/2001,31,Saudi Arabia,Saudi_Arabia,Iraq,Iraq,1,0,FIFA World Cup qualification,Riffa,Bahrain,2001,1,8,1,-1,1,1,winner,loser,1023,6,0,0,0.7993574,0.882414588
17/05/1992,17,Qatar,Qatar,Kuwait,Kuwait,0,0,Friendly,Doha,Qatar,1992,2,5,0,0,0,0,draw,draw,687,5,1,0,0.03592229,0.73346899
12/12/2012,12,Yemen,Yemen,Saudi Arabia,Saudi_Arabia,0,1,WAFF Championship,al-Farwaniyah,Kuwait,2012,2,12,-1,1,1,1,loser,winner,1628,7,1,0,0.38184912,0.299998367
19/05/1992,19,Bahrain,Bahrain,Algeria,Algeria,0,0,Friendly,Manama,Bahrain,1992,2,5,0,0,0,0,draw,draw,689,5,0,1,0.59056094,0.991483348
16/01/2002,16,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,1,1,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,0,0,0,2,draw,draw,1045,6,0,0,0.70990135,0.708493765
29/05/1992,29,Qatar,Qatar,Syria,Syria,4,2,AFC Asian Cup qualification,Doha,Qatar,1992,2,5,2,-2,2,6,winner,loser,691,5,1,0,0.51987561,0.990188183
31/05/1992,31,Qatar,Qatar,Oman,Oman,4,0,AFC Asian Cup qualification,Doha,Qatar,1992,2,5,4,-4,4,4,winner,loser,692,5,1,1,0.03562606,0.596405332
18/08/1992,18,Jordan,Jordan,Sudan,Sudan,3,0,Jordan International Tournament,Amman,Jordan,1992,2,8,3,-3,3,3,winner,loser,693,5,1,1,0.76169256,0.802150891
28/08/1992,28,Jordan,Jordan,Iraq,Iraq,2,0,Jordan International Tournament,Amman,Jordan,1992,2,8,2,-2,2,2,winner,loser,694,5,1,0,0.17882567,0.825385176
22/10/1992,22,Kuwait,Kuwait,Oman,Oman,4,0,Friendly,Kuwait City,Kuwait,1992,2,10,4,-4,4,4,winner,loser,695,5,0,1,0.10332264,0.004866879
20/01/2002,20,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,3,1,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,2,-2,2,4,winner,loser,1049,6,0,0,0.26364728,0.075791323
02/11/1992,2,Egypt,Egypt,Kuwait,Kuwait,1,1,Friendly,Cairo,Egypt,1992,2,11,0,0,0,2,draw,draw,697,5,1,0,0.91309913,0.520867049
15/12/2012,15,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,1,0,WAFF Championship,al-Farwaniyah,Kuwait,2012,2,12,1,-1,1,1,winner,loser,1632,7,0,0,0.51806168,0.587396823
08/11/1992,8,Morocco,Morocco,Egypt,Egypt,0,0,African Cup of Nations qualification,Casablanca,Morocco,1992,2,11,0,0,0,0,draw,draw,699,5,0,1,0.42216788,0.78846278
20/11/1992,20,Egypt,Egypt,Kuwait,Kuwait,1,1,Friendly,Cairo,Egypt,1992,2,11,0,0,0,2,draw,draw,700,5,1,0,0.70156645,0.021738704
24/06/2007,24,UAE,UAE,Saudi Arabia,Saudi_Arabia,0,2,Friendly,Singapore,Singapore,2007,7,6,-2,2,2,2,loser,winner,1349,6,0,0,0.66460031,0.672286389
27/11/1992,27,Qatar,Qatar,Oman,Oman,2,0,Gulf Cup,Doha,Qatar,1992,2,11,2,-2,2,2,winner,loser,702,5,1,1,0.59784213,0.903395107
27/01/2002,27,Saudi Arabia,Saudi_Arabia,Oman,Oman,2,0,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,2,-2,2,2,winner,loser,1057,6,0,1,0.66051249,0.407391358
30/01/2002,30,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,3,1,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,2,-2,2,4,winner,loser,1060,6,0,1,0.6233337,0.398908514
30/11/1992,30,Kuwait,Kuwait,Oman,Oman,2,1,Gulf Cup,Doha,Qatar,1992,2,11,1,-1,1,3,winner,loser,705,5,0,1,0.12329309,0.415370432
13/12/2002,13,Saudi Arabia,Saudi_Arabia,Lebanon,Lebanon,1,1,Friendly,Dammam,Saudi Arabia,2002,2,12,0,0,0,2,draw,draw,1079,6,0,1,0.42047913,0.509672078
01/12/1992,1,Qatar,Qatar,Bahrain,Bahrain,1,0,Gulf Cup,Doha,Qatar,1992,2,12,1,-1,1,1,winner,loser,707,5,1,0,0.65693588,0.217749563
03/12/1992,3,Qatar,Qatar,Kuwait,Kuwait,4,0,Gulf Cup,Doha,Qatar,1992,2,12,4,-4,4,4,winner,loser,708,5,1,0,0.99731974,0.762167169
09/01/2013,9,Yemen,Yemen,Saudi Arabia,Saudi_Arabia,0,2,Gulf Cup,Isa Town,Bahrain,2013,3,1,-2,2,2,2,loser,winner,1649,7,1,0,0.53383949,0.760949817
12/01/2013,12,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,1,0,Gulf Cup,Riffa,Bahrain,2013,3,1,1,-1,1,1,winner,loser,1653,7,0,0,0.6608686,0.86076463
15/10/2013,15,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,0,2,AFC Asian Cup qualification,Amman,Jordan,2013,3,10,-2,2,2,2,loser,winner,1685,7,0,0,0.49686226,0.549376016
28/12/2013,28,Palestine,Palestine,Saudi Arabia,Saudi_Arabia,0,0,WAFF Championship,Doha,Qatar,2013,3,12,0,0,0,0,draw,draw,1699,7,0,0,0.94581401,0.239997339
07/12/1992,7,Bahrain,Bahrain,Oman,Oman,3,0,Gulf Cup,Doha,Qatar,1992,2,12,3,-3,3,3,winner,loser,713,5,0,1,0.09205131,0.226682456
31/12/2013,31,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,4,1,WAFF Championship,Doha,Qatar,2013,3,12,3,-3,3,5,winner,loser,1702,7,1,0,0.49445357,0.247202512
10/12/1992,10,Kuwait,Kuwait,Bahrain,Bahrain,0,1,Gulf Cup,Doha,Qatar,1992,2,12,-1,1,1,1,loser,winner,715,5,0,0,0.18769817,0.027565817
10/09/2008,10,UAE,UAE,Saudi Arabia,Saudi_Arabia,1,2,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,2008,8,9,-1,1,1,3,loser,winner,1411,6,0,0,0.48818828,0.771463862
20/12/1992,20,Tunisia,Tunisia,Morocco,Morocco,1,1,FIFA World Cup qualification,Tunis,Tunisia,1992,2,12,0,0,0,2,draw,draw,717,5,1,0,0.39739963,0.985972459
02/01/1993,2,Kuwait,Kuwait,Lebanon,Lebanon,2,0,Friendly,Kuwait City,Kuwait,1993,3,1,2,-2,2,2,winner,loser,718,5,0,1,0.98133683,0.916142694
28/02/1993,28,Morocco,Morocco,Tunisia,Tunisia,0,0,FIFA World Cup qualification,Casablanca,Morocco,1993,3,2,0,0,0,0,draw,draw,719,5,0,1,0.27822728,0.332896068
02/03/1993,2,Jordan,Jordan,Syria,Syria,1,1,Friendly,Irbid,Jordan,1993,3,3,0,0,0,2,draw,draw,720,5,1,0,0.74649452,0.505055185
12/03/1993,12,Qatar,Qatar,Jordan,Jordan,1,2,Friendly,Doha,Qatar,1993,3,3,-1,1,1,3,loser,winner,721,5,1,1,0.18614208,0.458451637
16/03/1993,16,Kuwait,Kuwait,Syria,Syria,2,1,Friendly,Kuwait City,Kuwait,1993,3,3,1,-1,1,3,winner,loser,722,5,0,0,0.80822116,0.187244752
26/03/1993,26,Lebanon,Lebanon,Jordan,Jordan,1,0,Friendly,Beirut,Lebanon,1993,3,3,1,-1,1,1,winner,loser,723,5,1,1,0.87851741,0.402432881
04/04/1993,4,Kuwait,Kuwait,Egypt,Egypt,1,3,Friendly,Kuwait City,Kuwait,1993,3,4,-2,2,2,4,loser,winner,724,5,0,1,0.38550486,0.788004386
11/01/2009,11,UAE,UAE,Saudi Arabia,Saudi_Arabia,0,3,Gulf Cup,Muscat,Oman,2009,9,1,-3,3,3,3,loser,winner,1434,6,0,0,0.15898816,0.181821255
13/05/1993,13,Lebanon,Lebanon,Bahrain,Bahrain,0,0,FIFA World Cup qualification,Beirut,Lebanon,1993,3,5,0,0,0,0,draw,draw,726,5,1,0,0.2481117,0.135561923
17/12/2002,17,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,2,1,UAFA Cup,Kuwait City,Kuwait,2002,2,12,1,-1,1,3,winner,loser,1082,6,0,0,0.44687282,0.328861471
22/05/1993,22,Jordan,Jordan,Yemen,Yemen,1,1,FIFA World Cup qualification,Irbid,Jordan,1993,3,5,0,0,0,2,draw,draw,728,5,1,1,0.21390135,0.065814186
24/05/1993,24,Jordan,Jordan,Iraq,Iraq,1,1,FIFA World Cup qualification,Irbid,Jordan,1993,3,5,0,0,0,2,draw,draw,729,5,1,0,0.28837373,0.337729817
26/05/1993,26,Yemen,Yemen,Iraq,Iraq,1,6,FIFA World Cup qualification,Irbid,Jordan,1993,3,5,-5,5,5,7,loser,winner,730,5,1,0,0.96989736,0.013184208
05/06/1993,5,Bahrain,Bahrain,Lebanon,Lebanon,0,0,FIFA World Cup qualification,Seoul,South Korea,1993,3,6,0,0,0,0,draw,draw,731,5,0,1,0.18630017,0.392456792
12/06/1993,12,Yemen,Yemen,Jordan,Jordan,1,1,FIFA World Cup qualification,Chengdu,China PR,1993,3,6,0,0,0,2,draw,draw,732,5,1,1,0.99008059,0.608862067
14/06/1993,14,Iraq,Iraq,Jordan,Jordan,4,0,FIFA World Cup qualification,Chengdu,China PR,1993,3,6,4,-4,4,4,winner,loser,733,5,0,1,0.47031711,0.449350358
16/06/1993,16,Iraq,Iraq,Yemen,Yemen,3,0,FIFA World Cup qualification,Chengdu,China PR,1993,3,6,3,-3,3,3,winner,loser,734,5,0,1,0.20277534,0.076854635
25/06/1993,25,Oman,Oman,Syria,Syria,0,0,FIFA World Cup qualification,Teheran,Iran,1993,3,6,0,0,0,0,draw,draw,735,5,1,0,0.58218391,0.605922783
04/07/1993,4,Syria,Syria,Oman,Oman,2,1,FIFA World Cup qualification,Damascus,Syria,1993,3,7,1,-1,1,3,winner,loser,736,5,0,1,0.99468762,0.753296203
11/07/1993,11,Egypt,Egypt,Morocco,Morocco,1,1,African Cup of Nations qualification,Alexandria,Egypt,1993,3,7,0,0,0,2,draw,draw,737,5,1,0,0.55896152,0.878567638
30/12/2014,30,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,4,1,Friendly,South Geelong,Australia,2014,4,12,3,-3,3,5,winner,loser,1743,7,0,0,0.25664555,0.065964646
19/12/2002,19,Saudi Arabia,Saudi_Arabia,Lebanon,Lebanon,1,0,UAFA Cup,Kuwait City,Kuwait,2002,2,12,1,-1,1,1,winner,loser,1086,6,0,1,0.18987916,0.443338156
30/12/2002,30,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,1,0,UAFA Cup,Kuwait City,Kuwait,2002,2,12,1,-1,1,1,winner,loser,1098,6,0,0,0.63582845,0.473085163
07/11/1993,7,Tunisia,Tunisia,Egypt,Egypt,2,1,Friendly,Tunis,Tunisia,1993,3,11,1,-1,1,3,winner,loser,741,5,1,1,0.65338538,0.214295158
02/02/1994,2,Egypt,Egypt,Morocco,Morocco,1,1,United Arab Emirates Friendship Tournament,Sharjah,United Arab Emirates,1994,4,2,0,0,0,2,draw,draw,742,5,1,0,0.18188367,0.444369403
30/09/2003,30,Saudi Arabia,Saudi_Arabia,Syria,Syria,1,1,Friendly,Riyadh,Saudi Arabia,2003,3,9,0,0,0,2,draw,draw,1113,6,0,0,0.16935744,0.30189995
06/10/2003,6,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,7,0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,2003,3,10,7,-7,7,7,winner,loser,1115,6,0,1,0.74309457,0.449419275
02/12/2010,2,UAE,UAE,Saudi Arabia,Saudi_Arabia,0,1,Gulf Cup,Aden,Yemen,2010,0,12,-1,1,1,1,loser,winner,1513,7,0,0,0.57880733,0.993870452
13/10/2003,13,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,3,1,AFC Asian Cup qualification,Jeddah,Saudi Arabia,2003,3,10,2,-2,2,4,winner,loser,1120,6,0,1,0.79045657,0.436797986
04/09/1994,4,Sudan,Sudan,Egypt,Egypt,0,0,African Cup of Nations qualification,Khartoum,Sudan,1994,4,9,0,0,0,0,draw,draw,747,5,1,1,0.3491571,0.547777746
10/09/1994,10,Qatar,Qatar,Oman,Oman,0,2,Friendly,Doha,Qatar,1994,4,9,-2,2,2,2,loser,winner,748,5,1,1,0.36448202,0.324522385
14/09/1994,14,Oman,Oman,Sudan,Sudan,1,1,Friendly,Doha,Qatar,1994,4,9,0,0,0,2,draw,draw,749,5,1,1,0.88567229,0.681281634
16/09/1994,16,Qatar,Qatar,Yemen,Yemen,2,0,Friendly,Doha,Qatar,1994,4,9,2,-2,2,2,winner,loser,750,5,1,1,0.12322731,0.024510519
14/10/1994,14,Algeria,Algeria,Sudan,Sudan,1,1,African Cup of Nations qualification,Algiers,Algeria,1994,4,10,0,0,0,2,draw,draw,751,5,1,1,0.25530717,0.558114712
29/12/2003,29,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,0,0,Gulf Cup,Kuwait City,Kuwait,2003,3,12,0,0,0,0,draw,draw,1137,6,0,1,0.01115212,0.587499418
04/11/1994,4,Bahrain,Bahrain,Kuwait,Kuwait,2,1,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,1,-1,1,3,winner,loser,753,5,0,0,0.34201531,0.210282249
09/11/2015,9,Palestine,Palestine,Saudi Arabia,Saudi_Arabia,0,0,FIFA World Cup qualification,Amman,Jordan,2015,5,11,0,0,0,0,draw,draw,1785,7,0,0,0.64807694,0.980842108
26/07/2004,26,Saudi Arabia,Saudi_Arabia,Iraq,Iraq,1,2,AFC Asian Cup,Chengdu,China PR,2004,4,7,-1,1,1,3,loser,winner,1186,6,0,0,0.69456018,0.62396254
06/11/1994,6,Oman,Oman,Bahrain,Bahrain,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,0,0,0,2,draw,draw,756,5,1,0,0.55596772,0.661256904
07/11/1994,7,Kuwait,Kuwait,Qatar,Qatar,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,1,-1,1,1,winner,loser,757,5,0,1,0.0825279,0.034542073
09/11/1994,9,Qatar,Qatar,Oman,Oman,4,2,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,2,-2,2,6,winner,loser,758,5,1,1,0.86494953,0.580574111
01/09/2004,1,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,1,1,Friendly,Riyadh,Saudi Arabia,2004,4,9,0,0,0,2,draw,draw,1192,6,0,0,0.80263475,0.489902765
06/10/2004,6,Saudi Arabia,Saudi_Arabia,Syria,Syria,2,2,Friendly,Riyadh,Saudi Arabia,2004,4,10,0,0,0,4,draw,draw,1199,6,0,0,0.76379227,0.881499167
06/09/2016,6,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,1,2,FIFA World Cup qualification,Shah Alam,Malaysia,2016,6,9,-1,1,1,3,loser,winner,1807,7,0,0,0.76454914,0.687754018
11/12/2004,11,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,1,2,Gulf Cup,Rayyan,Qatar,2004,4,12,-1,1,1,3,loser,winner,1216,6,0,0,0.86091625,0.145303678
13/11/1994,13,Oman,Oman,Kuwait,Kuwait,0,0,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,0,0,0,0,draw,draw,763,5,1,0,0.65183222,0.569258306
15/11/1994,15,Bahrain,Bahrain,Qatar,Qatar,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,1994,4,11,0,0,0,2,draw,draw,764,5,0,1,0.46977769,0.091511454
22/12/2017,22,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,1,2,Gulf Cup,Kuwait City,Kuwait,2017,7,12,-1,1,1,3,loser,winner,1850,7,0,0,0.15310221,0.449671095
14/12/2004,14,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,2,0,Gulf Cup,Rayyan,Qatar,2004,4,12,2,-2,2,2,winner,loser,1220,6,0,1,0.81681909,0.787391549
01/12/1994,1,Somalia,Somalia,Djibouti,Djibouti,2,1,CECAFA Cup,Nairobi,Kenya,1994,4,12,1,-1,1,3,winner,loser,767,5,1,0,0.36425743,0.323757072
16/12/1994,16,Tunisia,Tunisia,Algeria,Algeria,1,0,Friendly,Sfax,Tunisia,1994,4,12,1,-1,1,1,winner,loser,768,5,1,1,0.17192425,0.86760349
02/01/1995,2,Tunisia,Tunisia,Egypt,Egypt,2,0,Friendly,Sousse,Tunisia,1995,5,1,2,-2,2,2,winner,loser,769,5,1,1,0.27582521,0.623331177
29/01/1995,29,Tunisia,Tunisia,Mauritania,Mauritania,1,0,African Cup of Nations qualification,Tunis,Tunisia,1995,5,1,1,-1,1,1,winner,loser,770,5,1,1,0.42221096,0.88087129
26/03/1995,26,Lebanon,Lebanon,Egypt,Egypt,1,1,Friendly,Beirut,Lebanon,1995,5,3,0,0,0,2,draw,draw,771,5,1,1,0.99375049,0.110022963
31/03/1995,31,Syria,Syria,Egypt,Egypt,1,2,Friendly,Damascus,Syria,1995,5,3,-1,1,1,3,loser,winner,772,5,0,1,0.91318964,0.923027517
14/04/1995,14,Egypt,Egypt,Tunisia,Tunisia,1,0,Friendly,Port Said,Egypt,1995,5,4,1,-1,1,1,winner,loser,773,5,1,1,0.10811235,0.735867065
24/04/1995,24,Sudan,Sudan,Algeria,Algeria,2,0,African Cup of Nations qualification,Khartoum,Sudan,1995,5,4,2,-2,2,2,winner,loser,774,5,1,1,0.92028192,0.622540948
18/05/1995,18,Morocco,Morocco,Egypt,Egypt,0,0,Friendly,Marrakech,Morocco,1995,5,5,0,0,0,0,draw,draw,775,5,0,1,0.41818773,0.559744019
09/07/1995,9,Syria,Syria,Egypt,Egypt,0,0,Friendly,Damascus,Syria,1995,5,7,0,0,0,0,draw,draw,776,5,0,1,0.40084514,0.650615456
14/07/1995,14,Egypt,Egypt,Algeria,Algeria,1,1,African Cup of Nations qualification,Cairo,Egypt,1995,5,7,0,0,0,2,draw,draw,777,5,1,1,0.20021737,0.952126488
22/07/1995,22,Algeria,Algeria,Tunisia,Tunisia,2,1,Friendly,Algiers,Algeria,1995,5,7,1,-1,1,3,winner,loser,778,5,1,1,0.80200263,0.271096268
30/07/1995,30,Mauritania,Mauritania,Tunisia,Tunisia,0,0,African Cup of Nations qualification,Nouakchott,Mauritania,1995,5,7,0,0,0,0,draw,draw,779,5,1,1,0.51190221,0.241594006
03/11/1995,3,Algeria,Algeria,Mauritania,Mauritania,4,0,Friendly,Tunis,Tunisia,1995,5,11,4,-4,4,4,winner,loser,780,5,1,1,0.74022145,0.512103494
05/11/1995,5,Tunisia,Tunisia,Algeria,Algeria,2,0,Friendly,Tunis,Tunisia,1995,5,11,2,-2,2,2,winner,loser,781,5,1,1,0.89343062,0.478038584
07/11/1995,7,Tunisia,Tunisia,Mauritania,Mauritania,2,1,Friendly,Tunis,Tunisia,1995,5,11,1,-1,1,3,winner,loser,782,5,1,1,0.0257311,0.536761831
03/01/1996,3,Morocco,Morocco,Tunisia,Tunisia,3,1,Friendly,Rabat,Morocco,1996,6,1,2,-2,2,4,winner,loser,783,5,0,1,0.10801493,0.807141832
08/01/1996,8,Egypt,Egypt,Tunisia,Tunisia,2,1,Friendly,Ismailia,Egypt,1996,6,1,1,-1,1,3,winner,loser,784,5,1,1,0.05873871,0.432667868
14/03/2005,14,Saudi Arabia,Saudi_Arabia,Egypt,Egypt,0,1,Friendly,Dammam,Saudi Arabia,2005,5,3,-1,1,1,1,loser,winner,1232,6,0,1,0.40288146,0.588753558
27/05/2005,27,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,1,1,Friendly,Riyadh,Saudi Arabia,2005,5,5,0,0,0,2,draw,draw,1236,6,0,0,0.17594071,0.748567932
24/02/1996,24,Kuwait,Kuwait,Oman,Oman,1,0,Friendly,Kuwait City,Kuwait,1996,6,2,1,-1,1,1,winner,loser,787,5,0,1,0.7879657,0.308314944
02/03/1996,2,Oman,Oman,Kuwait,Kuwait,0,3,Friendly,Muscat,Oman,1996,6,3,-3,3,3,3,loser,winner,788,5,1,0,0.97759365,0.493319558
05/03/1996,5,Syria,Syria,Kuwait,Kuwait,0,2,Friendly,Damascus,Syria,1996,6,3,-2,2,2,2,loser,winner,789,5,0,0,0.24352841,0.000872445
20/03/1996,20,Egypt,Egypt,Morocco,Morocco,0,2,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,1996,6,3,-2,2,2,2,loser,winner,790,5,1,0,0.89314324,0.430244694
03/06/2005,3,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,2005,5,6,3,-3,3,3,winner,loser,1237,6,0,0,0.11341905,0.961017616
03/12/2005,3,Saudi Arabia,Saudi_Arabia,Palestine,Palestine,2,0,Friendly,Rayyan,Qatar,2005,5,12,2,-2,2,2,winner,loser,1256,6,0,0,0.26274334,0.37953444
21/04/1996,21,Qatar,Qatar,Kuwait,Kuwait,3,1,Friendly,Doha,Qatar,1996,6,4,2,-2,2,4,winner,loser,793,5,1,0,0.19768372,0.262219648
23/05/1996,23,Kuwait,Kuwait,Syria,Syria,3,1,Friendly,Kuwait City,Kuwait,1996,6,5,2,-2,2,4,winner,loser,794,5,0,0,0.95817919,0.289481857
03/06/1996,3,Oman,Oman,Bahrain,Bahrain,3,0,Friendly,Muscat,Oman,1996,6,6,3,-3,3,3,winner,loser,795,5,1,0,0.04706561,0.933549585
09/06/1996,9,Lebanon,Lebanon,Kuwait,Kuwait,3,5,AFC Asian Cup qualification,Beirut,Lebanon,1996,6,6,-2,2,2,8,loser,winner,796,5,1,0,0.33322709,0.371563263
20/06/1996,20,Kuwait,Kuwait,Lebanon,Lebanon,0,0,AFC Asian Cup qualification,Kuwait City,Kuwait,1996,6,6,0,0,0,0,draw,draw,797,5,0,1,0.19061083,0.438900473
28/06/1996,28,Qatar,Qatar,Syria,Syria,1,0,AFC Asian Cup qualification,Doha,Qatar,1996,6,6,1,-1,1,1,winner,loser,798,5,1,0,0.18962144,0.341597756
19/07/1996,19,Syria,Syria,Qatar,Qatar,3,1,AFC Asian Cup qualification,Damascus,Syria,1996,6,7,2,-2,2,4,winner,loser,799,5,0,1,0.07994698,0.770797188
13/08/1996,13,Jordan,Jordan,Iraq,Iraq,0,1,AFC Asian Cup qualification,Amman,Jordan,1996,6,8,-1,1,1,1,loser,winner,800,5,1,0,0.61616789,0.799380924
28/08/1996,28,Oman,Oman,Sudan,Sudan,0,0,Friendly,Muscat,Oman,1996,6,8,0,0,0,0,draw,draw,801,5,1,1,0.73982689,0.136352092
31/08/1996,31,Oman,Oman,Sudan,Sudan,0,1,Friendly,Muscat,Oman,1996,6,8,-1,1,1,1,loser,winner,802,5,1,1,0.6806931,0.778108481
05/09/1996,5,Lebanon,Lebanon,Oman,Oman,1,2,Friendly,Beirut,Lebanon,1996,6,9,-1,1,1,3,loser,winner,803,5,1,1,0.39607022,0.392344866
