date,day,home_team,home_team_,away_team,away_team_,home_score,away_score,tournament,city,country,year,year_n,month,home_result,away_result,result,total_goals,home_result_desc,away_result_desc,serial,decade,home_group,away_group,home_random,away_random
16/08/2001,16,Qatar,Qatar,Oman,Oman,0,0,FIFA World Cup qualification,Doha,Qatar,2001,1,8,0,0,0,0,draw,draw,1020,6,1,1,0.29789837,0.549507636
11/06/2015,11,Saudi Arabia,Saudi_Arabia,Palestine,Palestine,3,2,FIFA World Cup qualification,Dammam,Saudi Arabia,2015,5,6,1,-1,1,5,winner,loser,1766,7,0,0,0.18617559,0.704345646
23/08/2001,23,Bahrain,Bahrain,Iraq,Iraq,2,0,FIFA World Cup qualification,Riffa,Bahrain,2001,1,8,2,-2,2,2,winner,loser,1022,6,0,0,0.84825986,0.67920722
19/12/1975,19,Tunisia,Tunisia,UAE,UAE,3,0,Friendly,Tunis,Tunisia,1975,5,12,3,-3,3,3,winner,loser,249,3,1,0,0.62251717,0.017212418
21/12/1975,21,Iraq,Iraq,UAE,UAE,5,0,Friendly,Tunis,Tunisia,1975,5,12,5,-5,5,5,winner,loser,250,3,0,0,0.95698117,0.587312055
28/03/2017,28,Saudi Arabia,Saudi_Arabia,Iraq,Iraq,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,2017,7,3,1,-1,1,1,winner,loser,1827,7,0,0,0.7595343,0.600696494
29/03/1976,29,Saudi Arabia,Saudi_Arabia,UAE,UAE,2,0,Gulf Cup,Doha,Qatar,1976,6,3,2,-2,2,2,winner,loser,271,3,0,0,0.48332162,0.192530074
14/09/2001,14,Qatar,Qatar,Iraq,Iraq,0,0,Friendly,Doha,Qatar,2001,1,9,0,0,0,0,draw,draw,1027,6,1,0,0.13851656,0.41970393
27/03/1976,27,Bahrain,Bahrain,UAE,UAE,3,2,Gulf Cup,Doha,Qatar,1976,6,3,1,-1,1,5,winner,loser,267,3,0,0,0.31720684,0.030383239
21/09/2001,21,Oman,Oman,Qatar,Qatar,0,3,FIFA World Cup qualification,Muscat,Oman,2001,1,9,-3,3,3,3,loser,winner,1029,6,1,1,0.46094218,0.057099384
28/09/2001,28,Iraq,Iraq,Bahrain,Bahrain,1,0,FIFA World Cup qualification,Baghdad,Iraq,2001,1,9,1,-1,1,1,winner,loser,1030,6,0,0,0.0034167,0.522810792
01/04/1976,1,Qatar,Qatar,UAE,UAE,3,1,Gulf Cup,Doha,Qatar,1976,6,4,2,-2,2,4,winner,loser,275,3,1,0,0.54433254,0.895352093
05/10/2001,5,Bahrain,Bahrain,Qatar,Qatar,1,0,Friendly,Manama,Bahrain,2001,1,10,1,-1,1,1,winner,loser,1032,6,0,1,0.17953429,0.878681402
03/04/1976,3,Kuwait,Kuwait,UAE,UAE,0,0,Gulf Cup,Doha,Qatar,1976,6,4,0,0,0,0,draw,draw,277,3,0,0,0.48882516,0.055504279
18/10/2001,18,Kuwait,Kuwait,Qatar,Qatar,0,1,Friendly,Kuwait City,Kuwait,2001,1,10,-1,1,1,1,loser,winner,1034,6,0,1,0.30260009,0.961672954
28/12/2017,28,Saudi Arabia,Saudi_Arabia,Oman,Oman,0,2,Gulf Cup,Kuwait City,Kuwait,2017,7,12,-2,2,2,2,loser,winner,1860,7,0,1,0.60320797,0.430808562
29/11/2001,29,Oman,Oman,Kuwait,Kuwait,1,1,Friendly,Muscat,Oman,2001,1,11,0,0,0,2,draw,draw,1036,6,1,0,0.57501004,0.112590471
13/12/2001,13,Bahrain,Bahrain,Oman,Oman,2,2,Friendly,Manama,Bahrain,2001,1,12,0,0,0,4,draw,draw,1037,6,0,1,0.09273301,0.121626027
23/12/2001,23,Oman,Oman,Syria,Syria,2,0,Friendly,Muscat,Oman,2001,1,12,2,-2,2,2,winner,loser,1038,6,1,0,0.95364073,0.776222663
25/12/2001,25,Oman,Oman,Syria,Syria,1,0,Friendly,Muscat,Oman,2001,1,12,1,-1,1,1,winner,loser,1039,6,1,0,0.3293332,0.52270651
29/12/2001,29,Kuwait,Kuwait,Syria,Syria,0,0,Friendly,Kuwait City,Kuwait,2001,1,12,0,0,0,0,draw,draw,1040,6,0,0,0.80598138,0.604109822
30/12/2001,30,Qatar,Qatar,Egypt,Egypt,2,2,Friendly,Doha,Qatar,2001,1,12,0,0,0,4,draw,draw,1041,6,1,1,0.60718305,0.948233948
31/12/2001,31,Kuwait,Kuwait,Syria,Syria,2,2,Friendly,Kuwait City,Kuwait,2001,1,12,0,0,0,4,draw,draw,1042,6,0,0,0.07605287,0.8943424
11/01/2002,11,Iraq,Iraq,Oman,Oman,2,0,Friendly,Doha,Qatar,2002,2,1,2,-2,2,2,winner,loser,1043,6,0,1,0.84100553,0.777702491
13/01/2002,13,Qatar,Qatar,Iraq,Iraq,1,3,Friendly,Doha,Qatar,2002,2,1,-2,2,2,4,loser,winner,1044,6,1,0,0.2318929,0.84403447
25/06/2018,25,Saudi Arabia,Saudi_Arabia,Egypt,Egypt,2,1,FIFA World Cup,Volgograd,Russia,2018,8,6,1,-1,1,3,winner,loser,1882,7,0,1,0.43795731,0.017023496
17/01/2002,17,Qatar,Qatar,Bahrain,Bahrain,1,0,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,1,-1,1,1,winner,loser,1046,6,1,0,0.70529716,0.553707527
15/10/2018,15,Saudi Arabia,Saudi_Arabia,Iraq,Iraq,1,1,Friendly,Riyadh,Saudi Arabia,2018,8,10,0,0,0,2,draw,draw,1891,7,0,0,0.09986017,0.485358118
19/01/2002,19,Kuwait,Kuwait,Oman,Oman,1,3,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,-2,2,2,4,loser,winner,1048,6,0,1,0.7255869,0.729776536
16/11/2018,16,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,1,0,Friendly,Damman,Saudi Arabia,2018,8,11,1,-1,1,1,winner,loser,1893,7,0,1,0.99283552,0.136032711
17/01/2019,17,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,0,2,AFC Asian Cup,Abu Dhabi,United Arab Emirates,2019,9,1,-2,2,2,2,loser,winner,1913,7,0,1,0.5482612,0.268225706
22/01/2002,22,Kuwait,Kuwait,Bahrain,Bahrain,0,0,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,0,0,0,0,draw,draw,1051,6,0,0,0.67644061,0.453438796
24/01/2002,24,Oman,Oman,Qatar,Qatar,1,2,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,-1,1,1,3,loser,winner,1052,6,1,1,0.49402561,0.695658669
27/11/2019,27,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,1,3,Gulf Cup,Doha,Qatar,2019,9,11,-2,2,2,4,loser,winner,1942,7,0,0,0.69287384,0.662463808
25/01/2002,25,Egypt,Egypt,Tunisia,Tunisia,1,0,African Cup of Nations,Bamako,Mali,2002,2,1,1,-1,1,1,winner,loser,1054,6,1,1,0.24266241,0.141679091
26/01/2002,26,Kuwait,Kuwait,Qatar,Qatar,0,1,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,-1,1,1,1,loser,winner,1055,6,0,1,0.27248504,0.291371005
25/03/2021,25,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait,1,0,Friendly,Riyadh,Saudi Arabia,2021,1,3,1,-1,1,1,winner,loser,1965,8,0,0,0.20494842,0.542176249
30/03/2021,30,Saudi Arabia,Saudi_Arabia,Palestine,Palestine,5,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,2021,1,3,5,-5,5,5,winner,loser,1971,8,0,0,0.30435937,0.936146534
06/04/1976,6,Iraq,Iraq,UAE,UAE,4,0,Gulf Cup,Doha,Qatar,1976,6,4,4,-4,4,4,winner,loser,281,3,0,0,0.45870357,0.657260036
30/01/2002,30,Bahrain,Bahrain,Oman,Oman,1,1,Gulf Cup,Riyadh,Saudi Arabia,2002,2,1,0,0,0,2,draw,draw,1059,6,0,1,0.30865374,0.798006366
05/06/2021,5,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,2021,1,6,3,-3,3,3,winner,loser,1974,8,0,1,0.61082792,0.335527646
19/07/2002,19,Iraq,Iraq,Syria,Syria,2,0,Friendly,Baghdad,Iraq,2002,2,7,2,-2,2,2,winner,loser,1061,6,0,0,0.06708397,0.029878165
22/07/2002,22,Iraq,Iraq,Syria,Syria,2,1,Friendly,Baghdad,Iraq,2002,2,7,1,-1,1,3,winner,loser,1062,6,0,0,0.75373601,0.59452582
19/08/2002,19,Jordan,Jordan,Sudan,Sudan,0,0,Friendly,Amman,Jordan,2002,2,8,0,0,0,0,draw,draw,1063,6,1,1,0.20940482,0.268175357
23/08/2002,23,Egypt,Egypt,Sudan,Sudan,3,0,Friendly,Cairo,Egypt,2002,2,8,3,-3,3,3,winner,loser,1064,6,1,1,0.66454711,0.872689821
27/08/2002,27,Egypt,Egypt,Libya,Libya,0,1,Friendly,Alexandria,Egypt,2002,2,8,-1,1,1,1,loser,winner,1065,6,1,0,0.49362543,0.102148531
30/08/2002,30,Syria,Syria,Palestine,Palestine,2,1,WAFF Championship,Damascus,Syria,2002,2,8,1,-1,1,3,winner,loser,1066,6,0,0,0.92502255,0.210288775
01/09/2002,1,Lebanon,Lebanon,Jordan,Jordan,0,1,WAFF Championship,Damascus,Syria,2002,2,9,-1,1,1,1,loser,winner,1067,6,1,1,0.85391951,0.176284333
01/09/2002,1,Palestine,Palestine,Iraq,Iraq,0,2,WAFF Championship,Damascus,Syria,2002,2,9,-2,2,2,2,loser,winner,1068,6,0,0,0.94206106,0.428505568
03/09/2002,3,Syria,Syria,Iraq,Iraq,0,1,WAFF Championship,Damascus,Syria,2002,2,9,-1,1,1,1,loser,winner,1069,6,0,0,0.04759549,0.140599089
05/09/2002,5,Syria,Syria,Jordan,Jordan,1,2,WAFF Championship,Damascus,Syria,2002,2,9,-1,1,1,3,loser,winner,1070,6,0,1,0.76984921,0.374809185
07/09/2002,7,Jordan,Jordan,Iraq,Iraq,2,3,WAFF Championship,Damascus,Syria,2002,2,9,-1,1,1,5,loser,winner,1071,6,1,0,0.23653665,0.192155756
10/04/1976,10,Oman,Oman,UAE,UAE,1,1,Gulf Cup,Doha,Qatar,1976,6,4,0,0,0,2,draw,draw,285,3,1,0,0.13808602,0.773485347
20/11/2002,20,Qatar,Qatar,Iraq,Iraq,2,1,Friendly,Doha,Qatar,2002,2,11,1,-1,1,3,winner,loser,1073,6,1,0,0.3877798,0.676204409
20/11/2002,20,Tunisia,Tunisia,Egypt,Egypt,0,0,Friendly,Tunis,Tunisia,2002,2,11,0,0,0,0,draw,draw,1074,6,1,1,0.7810246,0.829327799
23/11/2002,23,Bahrain,Bahrain,Iraq,Iraq,2,2,Friendly,Doha,Qatar,2002,2,11,0,0,0,4,draw,draw,1075,6,0,0,0.40746763,0.467816205
07/12/2002,7,Bahrain,Bahrain,Jordan,Jordan,0,3,Prime Minister's Cup,Riffa,Bahrain,2002,2,12,-3,3,3,3,loser,winner,1076,6,0,1,0.59412712,0.117883372
09/12/2002,9,Bahrain,Bahrain,Syria,Syria,2,3,Prime Minister's Cup,Riffa,Bahrain,2002,2,12,-1,1,1,5,loser,winner,1077,6,0,0,0.74666355,0.793026072
12/12/2002,12,Jordan,Jordan,Syria,Syria,3,0,Prime Minister's Cup,Riffa,Bahrain,2002,2,12,3,-3,3,3,winner,loser,1078,6,1,0,0.47497145,0.123822589
10/12/1967,10,Saudi Arabia,Saudi_Arabia,Tunisia,Tunisia,4,0,Friendly,Riyadh,Saudi Arabia,1967,7,12,4,-4,4,4,winner,loser,79,2,0,1,0.46202579,0.109978155
16/12/2002,16,Palestine,Palestine,Jordan,Jordan,1,1,UAFA Cup,Kuwait City,Kuwait,2002,2,12,0,0,0,2,draw,draw,1080,6,0,1,0.93009608,0.062336894
07/10/2015,7,South Sudan,South_Sudan,Mauritania,Mauritania,1,1,FIFA World Cup qualification,Juba,South Sudan,2015,5,10,0,0,0,2,draw,draw,1778,7,0,1,0.60706761,0.23367682
23/11/2015,23,South Sudan,South_Sudan,Djibouti,Djibouti,2,0,CECAFA Cup,Bahir Dar,Ethiopia,2015,5,11,2,-2,2,2,winner,loser,1788,7,0,0,0.05821108,0.637056961
17/12/2002,17,Yemen,Yemen,Syria,Syria,0,4,UAFA Cup,Kuwait City,Kuwait,2002,2,12,-4,4,4,4,loser,winner,1083,6,1,0,0.00946994,0.157532544
18/12/2002,18,Kuwait,Kuwait,Sudan,Sudan,1,0,UAFA Cup,Kuwait City,Kuwait,2002,2,12,1,-1,1,1,winner,loser,1084,6,0,1,0.21989305,0.299183412
19/12/2002,19,Bahrain,Bahrain,Syria,Syria,2,0,UAFA Cup,Kuwait City,Kuwait,2002,2,12,2,-2,2,2,winner,loser,1085,6,0,0,0.5242554,0.224299698
25/11/2015,25,South Sudan,South_Sudan,Sudan,Sudan,0,0,CECAFA Cup,Bahir Dar,Ethiopia,2015,5,11,0,0,0,0,draw,draw,1789,7,0,1,0.34952098,0.221750751
20/12/2002,20,Jordan,Jordan,Sudan,Sudan,2,1,UAFA Cup,Kuwait City,Kuwait,2002,2,12,1,-1,1,3,winner,loser,1087,6,1,1,0.40319236,0.730292779
21/12/2002,21,Bahrain,Bahrain,Yemen,Yemen,3,1,UAFA Cup,Kuwait City,Kuwait,2002,2,12,2,-2,2,4,winner,loser,1088,6,0,1,0.1749586,0.461105705
21/12/2002,21,Syria,Syria,Lebanon,Lebanon,4,1,UAFA Cup,Kuwait City,Kuwait,2002,2,12,3,-3,3,5,winner,loser,1089,6,0,1,0.75541308,0.65161683
23/12/2002,23,Kuwait,Kuwait,Jordan,Jordan,1,2,UAFA Cup,Kuwait City,Kuwait,2002,2,12,-1,1,1,3,loser,winner,1090,6,0,1,0.0726946,0.210822018
23/12/2002,23,Sudan,Sudan,Palestine,Palestine,2,2,UAFA Cup,Kuwait City,Kuwait,2002,2,12,0,0,0,4,draw,draw,1091,6,1,0,0.32724659,0.711260325
24/12/2002,24,Lebanon,Lebanon,Yemen,Yemen,4,2,UAFA Cup,Kuwait City,Kuwait,2002,2,12,2,-2,2,6,winner,loser,1092,6,1,1,0.69061672,0.685784677
24/03/1979,24,Saudi Arabia,Saudi_Arabia,UAE,UAE,2,1,Gulf Cup,Baghdad,Iraq,1979,9,3,1,-1,1,3,winner,loser,333,3,0,0,0.45506355,0.81315599
25/12/2002,25,Kuwait,Kuwait,Palestine,Palestine,3,3,UAFA Cup,Kuwait City,Kuwait,2002,2,12,0,0,0,6,draw,draw,1094,6,0,0,0.74611289,0.538954349
26/12/2002,26,Lebanon,Lebanon,Bahrain,Bahrain,0,0,UAFA Cup,Kuwait City,Kuwait,2002,2,12,0,0,0,0,draw,draw,1095,6,1,0,0.62260494,0.645968447
27/03/1979,27,Bahrain,Bahrain,UAE,UAE,3,0,Gulf Cup,Baghdad,Iraq,1979,9,3,3,-3,3,3,winner,loser,335,3,0,0,0.1062396,0.727226065
28/12/2002,28,Jordan,Jordan,Bahrain,Bahrain,1,2,UAFA Cup,Kuwait City,Kuwait,2002,2,12,-1,1,1,3,loser,winner,1097,6,1,0,0.43063948,0.057986049
01/12/2015,1,South Sudan,South_Sudan,Sudan,Sudan,0,0,CECAFA Cup,Addis Abeba,Ethiopia,2015,5,12,0,0,0,0,draw,draw,1791,7,0,1,0.81503095,0.065753633
19/03/2003,19,Egypt,Egypt,Qatar,Qatar,6,0,Friendly,Port Said,Egypt,2003,3,3,6,-6,6,6,winner,loser,1099,6,1,1,0.2237867,0.282288929
22/08/2003,22,Lebanon,Lebanon,Syria,Syria,1,0,Friendly,Beirut,Lebanon,2003,3,8,1,-1,1,1,winner,loser,1100,6,1,0,0.31337549,0.34990783
26/08/2003,26,Jordan,Jordan,Iraq,Iraq,2,1,Friendly,Amman,Jordan,2003,3,8,1,-1,1,3,winner,loser,1101,6,1,0,0.5202534,0.535459361
04/09/2003,4,Algeria,Algeria,Qatar,Qatar,1,0,Friendly,Dinard,France,2003,3,9,1,-1,1,1,winner,loser,1102,6,1,1,0.71291658,0.789101907
10/09/2003,10,Oman,Oman,Bahrain,Bahrain,1,0,Friendly,Muscat,Oman,2003,3,9,1,-1,1,1,winner,loser,1103,6,1,0,0.80294279,0.263916334
14/09/2003,14,Kuwait,Kuwait,Qatar,Qatar,2,1,AFC Asian Cup qualification,Kuwait City,Kuwait,2003,3,9,1,-1,1,3,winner,loser,1104,6,0,1,0.75514737,0.240213492
17/09/2003,17,Yemen,Yemen,Sudan,Sudan,3,2,Friendly,Sana'a,Yemen,2003,3,9,1,-1,1,5,winner,loser,1105,6,1,1,0.96387342,0.34083049
19/09/2003,19,Bahrain,Bahrain,Lebanon,Lebanon,4,3,Friendly,Manama,Bahrain,2003,3,9,1,-1,1,7,winner,loser,1106,6,0,1,0.78577005,0.019429585
19/09/2003,19,Jordan,Jordan,Syria,Syria,0,0,Friendly,Amman,Jordan,2003,3,9,0,0,0,0,draw,draw,1107,6,1,0,0.53534713,0.474689417
19/09/2003,19,Yemen,Yemen,Sudan,Sudan,1,2,Friendly,Sana'a,Yemen,2003,3,9,-1,1,1,3,loser,winner,1108,6,1,1,0.57301231,0.522299589
20/09/2003,20,Qatar,Qatar,Kuwait,Kuwait,2,2,AFC Asian Cup qualification,Doha,Qatar,2003,3,9,0,0,0,4,draw,draw,1109,6,1,0,0.28470441,0.808549201
24/09/2003,24,Qatar,Qatar,Palestine,Palestine,1,1,AFC Asian Cup qualification,Doha,Qatar,2003,3,9,0,0,0,2,draw,draw,1110,6,1,0,0.2860164,0.503779922
27/09/2003,27,Qatar,Qatar,Palestine,Palestine,2,1,AFC Asian Cup qualification,Doha,Qatar,2003,3,9,1,-1,1,3,winner,loser,1111,6,1,0,0.3222563,0.621692646
27/09/2003,27,Syria,Syria,Yemen,Yemen,8,2,Friendly,Jeddah,Saudi Arabia,2003,3,9,6,-6,6,10,winner,loser,1112,6,0,1,0.81565683,0.47341561
28/03/2017,28,South Sudan,South_Sudan,Djibouti,Djibouti,6,0,African Cup of Nations qualification,Juba,South Sudan,2017,7,3,6,-6,6,6,winner,loser,1828,7,0,0,0.53162511,0.500475281
05/10/2003,5,Kuwait,Kuwait,Palestine,Palestine,2,1,AFC Asian Cup qualification,Kuwait City,Kuwait,2003,3,10,1,-1,1,3,winner,loser,1114,6,0,0,0.3058391,0.494648458
30/04/2017,30,South Sudan,South_Sudan,Somalia,Somalia,2,0,African Nations Championship,Juba,South Sudan,2017,7,4,2,-2,2,2,winner,loser,1830,7,0,1,0.74765517,0.674803335
08/10/2003,8,Iraq,Iraq,Bahrain,Bahrain,5,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,2003,3,10,4,-4,4,6,winner,loser,1116,6,0,0,0.60166456,0.74904855
08/10/2003,8,Kuwait,Kuwait,Palestine,Palestine,4,0,AFC Asian Cup qualification,Kuwait City,Kuwait,2003,3,10,4,-4,4,4,winner,loser,1117,6,0,0,0.8660466,0.32516105
08/10/2003,8,Oman,Oman,Jordan,Jordan,2,1,Friendly,Muscat,Oman,2003,3,10,1,-1,1,3,winner,loser,1118,6,1,1,0.26151217,0.187646751
11/10/2003,11,Tunisia,Tunisia,Morocco,Morocco,0,0,Friendly,Tunis,Tunisia,2003,3,10,0,0,0,0,draw,draw,1119,6,1,0,0.33252954,0.263226266
29/12/1981,29,UAE,UAE,Tunisia,Tunisia,1,4,Friendly,al-Ain,United Arab Emirates,1981,1,12,-3,3,3,5,loser,winner,391,4,0,1,0.48431443,0.321161569
17/10/2003,17,Jordan,Jordan,Lebanon,Lebanon,1,0,AFC Asian Cup qualification,Amman,Jordan,2003,3,10,1,-1,1,1,winner,loser,1121,6,1,1,0.94103951,0.084205543
24/10/2003,24,Bahrain,Bahrain,Iraq,Iraq,1,0,AFC Asian Cup qualification,Riffa,Bahrain,2003,3,10,1,-1,1,1,winner,loser,1122,6,0,0,0.28892882,0.747413377
29/03/1979,29,Qatar,Qatar,UAE,UAE,1,0,Gulf Cup,Baghdad,Iraq,1979,9,3,1,-1,1,1,winner,loser,337,3,1,0,0.07666334,0.948228855
12/11/2003,12,Lebanon,Lebanon,Jordan,Jordan,0,2,AFC Asian Cup qualification,Beirut,Lebanon,2003,3,11,-2,2,2,2,loser,winner,1124,6,1,1,0.05557367,0.744159579
19/03/1982,19,UAE,UAE,Qatar,Qatar,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,1982,2,3,1,-1,1,1,winner,loser,395,4,0,1,0.55901213,0.13027911
12/12/2003,12,Bahrain,Bahrain,Iraq,Iraq,2,2,Prime Minister's Cup,Riffa,Bahrain,2003,3,12,0,0,0,4,draw,draw,1126,6,0,0,0.94490466,0.032150274
15/12/2003,15,Bahrain,Bahrain,Egypt,Egypt,0,1,Prime Minister's Cup,Riffa,Bahrain,2003,3,12,-1,1,1,1,loser,winner,1127,6,0,1,0.68612715,0.741831555
16/12/2003,16,Kuwait,Kuwait,Lebanon,Lebanon,2,0,Friendly,Paphos,Cyprus,2003,3,12,2,-2,2,2,winner,loser,1128,6,0,1,0.14134766,0.471931857
18/12/2003,18,Egypt,Egypt,Iraq,Iraq,2,0,Prime Minister's Cup,Riffa,Bahrain,2003,3,12,2,-2,2,2,winner,loser,1129,6,1,0,0.0506392,0.261613169
18/12/2003,18,Kuwait,Kuwait,Lebanon,Lebanon,0,0,Friendly,Paphos,Cyprus,2003,3,12,0,0,0,0,draw,draw,1130,6,0,1,0.13195878,0.107048818
21/12/2003,21,Qatar,Qatar,Iraq,Iraq,0,0,Friendly,Doha,Qatar,2003,3,12,0,0,0,0,draw,draw,1131,6,1,0,0.3738949,0.419231145
26/12/2003,26,Kuwait,Kuwait,Oman,Oman,0,0,Gulf Cup,Kuwait City,Kuwait,2003,3,12,0,0,0,0,draw,draw,1132,6,0,1,0.42540382,0.542509855
01/04/1979,1,Kuwait,Kuwait,UAE,UAE,7,0,Gulf Cup,Baghdad,Iraq,1979,9,4,7,-7,7,7,winner,loser,341,3,0,0,0.590435,0.497808409
27/12/2003,27,Bahrain,Bahrain,Qatar,Qatar,0,0,Gulf Cup,Kuwait City,Kuwait,2003,3,12,0,0,0,0,draw,draw,1134,6,0,1,0.89661089,0.704603025
28/12/2003,28,Yemen,Yemen,Oman,Oman,1,1,Gulf Cup,Kuwait City,Kuwait,2003,3,12,0,0,0,2,draw,draw,1135,6,1,1,0.52947843,0.70690523
04/04/1979,4,Iraq,Iraq,UAE,UAE,5,0,Gulf Cup,Baghdad,Iraq,1979,9,4,5,-5,5,5,winner,loser,345,3,0,0,0.9918606,0.761745706
24/03/1982,24,UAE,UAE,Kuwait,Kuwait,0,2,Gulf Cup,Abu Dhabi,United Arab Emirates,1982,2,3,-2,2,2,2,loser,winner,399,4,0,0,0.01222471,0.395006867
30/12/2003,30,Bahrain,Bahrain,Yemen,Yemen,5,1,Gulf Cup,Kuwait City,Kuwait,2003,3,12,4,-4,4,6,winner,loser,1138,6,0,1,0.99840272,0.12194288
09/04/1979,9,Oman,Oman,UAE,UAE,0,4,Gulf Cup,Baghdad,Iraq,1979,9,4,-4,4,4,4,loser,winner,351,3,1,0,0.55435568,0.405028116
15/09/1980,15,Kuwait,Kuwait,UAE,UAE,1,1,AFC Asian Cup,Kuwait City,Kuwait,1980,0,9,0,0,0,2,draw,draw,358,4,0,0,0.6573845,0.346476305
01/01/2004,1,Kuwait,Kuwait,Yemen,Yemen,4,0,Gulf Cup,Kuwait City,Kuwait,2004,4,1,4,-4,4,4,winner,loser,1141,6,0,1,0.03619355,0.332500551
03/01/2004,3,Oman,Oman,Bahrain,Bahrain,0,1,Gulf Cup,Kuwait City,Kuwait,2004,4,1,-1,1,1,1,loser,winner,1142,6,1,0,0.36910879,0.387854968
27/03/1982,27,UAE,UAE,Bahrain,Bahrain,2,3,Gulf Cup,Abu Dhabi,United Arab Emirates,1982,2,3,-1,1,1,5,loser,winner,402,4,0,0,0.11782735,0.362297331
17/09/1980,17,Qatar,Qatar,UAE,UAE,2,1,AFC Asian Cup,Kuwait City,Kuwait,1980,0,9,1,-1,1,3,winner,loser,359,4,1,0,0.85634437,0.588836076
05/01/2004,5,Qatar,Qatar,Yemen,Yemen,3,0,Gulf Cup,Kuwait City,Kuwait,2004,4,1,3,-3,3,3,winner,loser,1145,6,1,1,0.03065545,0.568204437
23/03/1984,23,Saudi Arabia,Saudi_Arabia,UAE,UAE,2,0,Gulf Cup,Muscat,Oman,1984,4,3,2,-2,2,2,winner,loser,439,4,0,0,0.51006959,0.107259974
02/04/1982,2,UAE,UAE,Oman,Oman,3,1,Gulf Cup,Abu Dhabi,United Arab Emirates,1982,2,4,2,-2,2,4,winner,loser,408,4,0,1,0.92836621,0.089282599
08/01/2004,8,Kuwait,Kuwait,Qatar,Qatar,1,2,Gulf Cup,Kuwait City,Kuwait,2004,4,1,-1,1,1,3,loser,winner,1148,6,0,1,0.85181782,0.085380037
22/10/1984,22,Saudi Arabia,Saudi_Arabia,UAE,UAE,1,0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,1984,4,10,1,-1,1,1,winner,loser,445,4,0,0,0.4023311,0.638725553
10/01/2004,10,Kuwait,Kuwait,Bahrain,Bahrain,0,4,Gulf Cup,Kuwait City,Kuwait,2004,4,1,-4,4,4,4,loser,winner,1150,6,0,0,0.31489517,0.05395741
11/01/2004,11,Oman,Oman,Qatar,Qatar,2,0,Gulf Cup,Kuwait City,Kuwait,2004,4,1,2,-2,2,2,winner,loser,1151,6,1,1,0.49361304,0.175415511
12/04/1985,12,Saudi Arabia,Saudi_Arabia,UAE,UAE,0,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,1985,5,4,0,0,0,0,draw,draw,479,4,0,0,0.5545016,0.260326343
29/01/2004,29,Algeria,Algeria,Egypt,Egypt,2,1,African Cup of Nations,Sousse,Tunisia,2004,4,1,1,-1,1,3,winner,loser,1153,6,1,1,0.22459756,0.206060702
08/02/2004,8,Lebanon,Lebanon,Bahrain,Bahrain,2,1,Friendly,Beirut,Lebanon,2004,4,2,1,-1,1,3,winner,loser,1154,6,1,0,0.59918721,0.050448019
08/02/2004,8,Morocco,Morocco,Algeria,Algeria,3,1,African Cup of Nations,Sfax,Tunisia,2004,4,2,2,-2,2,4,winner,loser,1155,6,0,1,0.69497706,0.159750682
13/02/2004,13,Qatar,Qatar,Bahrain,Bahrain,2,0,Friendly,Doha,Qatar,2004,4,2,2,-2,2,2,winner,loser,1156,6,1,0,0.43938341,0.724798123
14/02/2004,14,Tunisia,Tunisia,Morocco,Morocco,2,1,African Cup of Nations,Radès,Tunisia,2004,4,2,1,-1,1,3,winner,loser,1157,6,1,0,0.90914133,0.569398953
18/02/2004,18,Bahrain,Bahrain,Syria,Syria,2,1,FIFA World Cup qualification,Muharraq,Bahrain,2004,4,2,1,-1,1,3,winner,loser,1158,6,0,0,0.34319714,0.496384561
21/03/2004,21,Bahrain,Bahrain,Jordan,Jordan,0,0,Friendly,Muharraq,Bahrain,2004,4,3,0,0,0,0,draw,draw,1159,6,0,1,0.5298996,0.755966225
23/03/2004,23,Bahrain,Bahrain,Jordan,Jordan,0,2,Friendly,Muharraq,Bahrain,2004,4,3,-2,2,2,2,loser,winner,1160,6,0,1,0.4876253,0.938298702
23/03/2004,23,Lebanon,Lebanon,Syria,Syria,0,1,Friendly,Jounieh,Lebanon,2004,4,3,-1,1,1,1,loser,winner,1161,6,1,0,0.2283736,0.707617175
26/03/2004,26,Libya,Libya,Qatar,Qatar,1,0,Friendly,Rome,Italy,2004,4,3,1,-1,1,1,winner,loser,1162,6,0,1,0.05159513,0.443835794
26/03/2004,26,Syria,Syria,Palestine,Palestine,1,1,Friendly,Damascus,Syria,2004,4,3,0,0,0,2,draw,draw,1163,6,0,0,0.13677928,0.73098089
